ANNEE;DEPARTEMENT;Age;Qmort;Survie
1826;GARD;30;0,041;678
1826;GARD;35;0,0446;650
1826;GARD;40;0,0488;621
1826;GARD;45;0,0556;591
1826;GARD;50;0,0713;558
1826;GARD;55;0,0969;518
1826;GARD;60;0,1407;468
1826;GARD;65;0,2058;402
1826;GARD;70;0,305;319
1826;GARD;75;0,4243;222
1826;GARD;80;0,5672;128
1826;GARD;85;0,7337;55
1826;GARONNE(HAUTE-);0;0,2006;1000
1826;GARONNE(HAUTE-);5;0,0242;799
1826;GARONNE(HAUTE-);10;0,0167;780
1826;GARONNE(HAUTE-);15;0,0251;767
1826;GARONNE(HAUTE-);20;0,033;748
1826;GARONNE(HAUTE-);25;0,036;723
1826;GARONNE(HAUTE-);30;0,0388;697
1826;GARONNE(HAUTE-);35;0,0424;670
1826;GARONNE(HAUTE-);40;0,0466;642
1826;GARONNE(HAUTE-);45;0,0537;612
1826;GARONNE(HAUTE-);50;0,0692;579
1826;GARONNE(HAUTE-);55;0,0943;539
1826;GARONNE(HAUTE-);60;0,1372;488
1826;GARONNE(HAUTE-);65;0,2015;421
1826;GARONNE(HAUTE-);70;0,2999;336
1826;GARONNE(HAUTE-);75;0,4194;235
1826;GARONNE(HAUTE-);80;0,5633;137
1826;GARONNE(HAUTE-);85;0,731;60
1826;GERS;0;0,2061;1000
1826;GERS;5;0,025;794
1826;GERS;10;0,0172;774
1826;GERS;15;0,0257;761
1826;GERS;20;0,0338;741
1826;GERS;25;0,0368;716
1826;GERS;30;0,0396;690
1826;GERS;35;0,0432;662
1826;GERS;40;0,0475;634
1826;GERS;45;0,0544;604
1826;GERS;50;0,07;571
1826;GERS;55;0,0953;531
1826;GERS;60;0,1386;480
1826;GERS;65;0,2031;414
1826;GERS;70;0,3019;330
1826;GERS;75;0,4213;230
1826;GERS;80;0,5648;133
1826;GERS;85;0,732;58
1826;GIRONDE;0;0,2393;1000
1826;GIRONDE;5;0,0298;761
1826;GIRONDE;10;0,02;738
1826;GIRONDE;15;0,0295;723
1826;GIRONDE;20;0,0386;702
1826;GIRONDE;25;0,0419;675
1826;GIRONDE;30;0,0448;647
1826;GIRONDE;35;0,0484;618
1826;GIRONDE;40;0,0523;588
1826;GIRONDE;45;0,0589;557
1826;GIRONDE;50;0,0749;524
1826;GIRONDE;55;0,1012;485
1826;GIRONDE;60;0,1462;436
1826;GIRONDE;65;0,2126;372
1826;GIRONDE;70;0,313;293
1826;GIRONDE;75;0,432;201
1826;GIRONDE;80;0,5734;114
1826;GIRONDE;85;0,738;49
1826;HERAULT;0;0,3;1000
1826;HERAULT;5;0,0389;700
1826;HERAULT;10;0,0253;673
1826;HERAULT;15;0,0365;656
1826;HERAULT;20;0,0472;632
1826;HERAULT;25;0,0508;602
1826;HERAULT;30;0,054;571
1826;HERAULT;35;0,0573;541
1826;HERAULT;40;0,0607;510
1826;HERAULT;45;0,0663;479
1826;HERAULT;50;0,0829;447
1826;HERAULT;55;0,111;410
1826;HERAULT;60;0,1585;364
1826;HERAULT;65;0,2279;307
1826;HERAULT;70;0,3307;237
1826;HERAULT;75;0,4489;158
1826;HERAULT;80;0,5867;87
1826;HERAULT;85;0,7473;36
1826;ILLE-ET-VILAINE;0;0,4271;1000
1826;ILLE-ET-VILAINE;5;0,059;573
1826;ILLE-ET-VILAINE;10;0,0364;539
1826;ILLE-ET-VILAINE;15;0,0506;519
1826;ILLE-ET-VILAINE;20;0,0647;493
1826;ILLE-ET-VILAINE;25;0,0688;461
1826;ILLE-ET-VILAINE;30;0,0723;430
1826;ILLE-ET-VILAINE;35;0,0748;398
1826;ILLE-ET-VILAINE;40;0,0766;369
1826;ILLE-ET-VILAINE;45;0,0798;340
1826;ILLE-ET-VILAINE;50;0,0971;313
1826;ILLE-ET-VILAINE;55;0,128;283
1826;ILLE-ET-VILAINE;60;0,1798;247
1826;ILLE-ET-VILAINE;65;0,2538;202
1826;ILLE-ET-VILAINE;70;0,3604;151
1826;ILLE-ET-VILAINE;75;0,4764;97
1826;ILLE-ET-VILAINE;80;0,608;51
1826;ILLE-ET-VILAINE;85;0,7622;20
1826;INDRE;0;0,4106;1000
1826;INDRE;5;0,0563;589
1826;INDRE;10;0,0349;556
1826;INDRE;15;0,0488;537
1826;INDRE;20;0,0625;511
1826;INDRE;25;0,0665;479
1826;INDRE;30;0,07;447
1826;INDRE;35;0,0726;416
1826;INDRE;40;0,0746;385
1826;INDRE;45;0,0782;357
1826;INDRE;50;0,0954;329
1826;INDRE;55;0,126;297
1826;INDRE;60;0,1773;260
1826;INDRE;65;0,2508;214
1826;INDRE;70;0,3569;160
1826;INDRE;75;0,4733;103
1826;INDRE;80;0,6056;54
1826;INDRE;85;0,7605;21
1826;INDRE-ET-LOIRE;0;0,2571;1000
1826;INDRE-ET-LOIRE;5;0,0324;743
1826;INDRE-ET-LOIRE;10;0,0216;719
1826;INDRE-ET-LOIRE;15;0,0316;703
1826;INDRE-ET-LOIRE;20;0,0411;681
1826;INDRE-ET-LOIRE;25;0,0445;653
1826;INDRE-ET-LOIRE;30;0,0475;624
1826;INDRE-ET-LOIRE;35;0,0511;594
1826;INDRE-ET-LOIRE;40;0,0549;564
1826;INDRE-ET-LOIRE;45;0,0611;533
1826;INDRE-ET-LOIRE;50;0,0773;500
1826;INDRE-ET-LOIRE;55;0,1042;462
1826;INDRE-ET-LOIRE;60;0,15;414
1826;INDRE-ET-LOIRE;65;0,2173;352
1826;INDRE-ET-LOIRE;70;0,3185;275
1826;INDRE-ET-LOIRE;75;0,4373;188
1826;INDRE-ET-LOIRE;80;0,5776;106
1826;INDRE-ET-LOIRE;85;0,7409;45
1826;ISERE;0;0,4383;1000
1826;ISERE;5;0,0608;562
1826;ISERE;10;0,0373;528
1826;ISERE;15;0,0518;508
1826;ISERE;20;0,0662;482
1826;ISERE;25;0,0704;450
1826;ISERE;30;0,0738;418
1826;ISERE;35;0,0762;387
1826;ISERE;40;0,0779;358
1826;ISERE;45;0,0809;330
1826;ISERE;50;0,0983;303
1826;ISERE;55;0,1294;273
1826;ISERE;60;0,1815;238
1826;ISERE;65;0,2558;195
1826;ISERE;70;0,3627;145
1826;ISERE;75;0,4785;92
1826;ISERE;80;0,6096;48
1826;ISERE;85;0,7633;19
1826;JURA;0;0,404;1000
1826;JURA;5;0,0552;596
1826;JURA;10;0,0343;563
1826;JURA;15;0,0481;544
1826;JURA;20;0,0616;518
1826;JURA;25;0,0656;486
1826;JURA;30;0,069;454
1826;JURA;35;0,0717;423
1826;JURA;40;0,0738;392
1826;JURA;45;0,0775;363
1826;JURA;50;0,0947;335
1826;JURA;55;0,1252;303
1826;JURA;60;0,1763;265
1826;JURA;65;0,2495;219
1826;JURA;70;0,3555;164
1826;JURA;75;0,472;106
1826;JURA;80;0,6046;56
1826;JURA;85;0,7598;22
1826;LANDES;0;0,3549;1000
1826;LANDES;5;0,0474;645
1826;LANDES;10;0,0301;615
1826;LANDES;15;0,0426;596
1826;LANDES;20;0,0549;571
1826;LANDES;25;0,0587;539
1826;LANDES;30;0,062;508
1826;LANDES;35;0,0651;476
1826;LANDES;40;0,0678;445
1826;LANDES;45;0,0724;415
1826;LANDES;50;0,0894;385
1826;LANDES;55;0,1188;351
1826;LANDES;60;0,1683;309
1826;LANDES;65;0,2399;257
1826;LANDES;70;0,3445;195
1826;LANDES;75;0,4618;128
1826;LANDES;80;0,5967;69
1826;LANDES;85;0,7543;28
1826;LOIR-ET-CHER;0;0,3224;1000
1826;LOIR-ET-CHER;5;0,0424;678
1826;LOIR-ET-CHER;10;0,0272;649
1826;LOIR-ET-CHER;15;0,039;631
1826;LOIR-ET-CHER;20;0,0504;607
1826;LOIR-ET-CHER;25;0,0541;576
1826;LOIR-ET-CHER;30;0,0573;545
1826;LOIR-ET-CHER;35;0,0605;514
1826;LOIR-ET-CHER;40;0,0637;483
1826;LOIR-ET-CHER;45;0,0689;452
1826;LOIR-ET-CHER;50;0,0856;421
1826;LOIR-ET-CHER;55;0,1142;385
1826;LOIR-ET-CHER;60;0,1626;341
1826;LOIR-ET-CHER;65;0,2329;285
1826;LOIR-ET-CHER;70;0,3366;219
1826;LOIR-ET-CHER;75;0,4543;145
1826;LOIR-ET-CHER;80;0,5909;79
1826;LOIR-ET-CHER;85;0,7503;32
1826;LOIRE;0;0,3805;1000
1826;LOIRE;5;0,0515;620
1826;LOIRE;10;0,0323;588
1826;LOIRE;15;0,0455;569
1826;LOIRE;20;0,0584;543
1826;LOIRE;25;0,0623;511
1826;LOIRE;30;0,0657;479
1826;LOIRE;35;0,0686;448
1826;LOIRE;40;0,071;417
1826;LOIRE;45;0,0751;387
1826;LOIRE;50;0,0922;358
1826;LOIRE;55;0,1222;325
1826;LOIRE;60;0,1725;286
1826;LOIRE;65;0,245;236
1826;LOIRE;70;0,3504;178
1826;LOIRE;75;0,4672;116
1826;LOIRE;80;0,6009;62
1826;LOIRE;85;0,7573;25
1826;LOIRE(HAUTE-);0;0,3641;1000
1826;LOIRE(HAUTE-);5;0,0489;636
1826;LOIRE(HAUTE-);10;0,0309;605
1826;LOIRE(HAUTE-);15;0,0436;586
1826;LOIRE(HAUTE-);20;0,0561;561
1826;LOIRE(HAUTE-);25;0,06;529
1826;LOIRE(HAUTE-);30;0,0634;497
1826;LOIRE(HAUTE-);35;0,0663;466
1826;LOIRE(HAUTE-);40;0,0689;435
1826;LOIRE(HAUTE-);45;0,0734;405
1826;LOIRE(HAUTE-);50;0,0904;375
1826;LOIRE(HAUTE-);55;0,12;341
1826;LOIRE(HAUTE-);60;0,1698;300
1826;LOIRE(HAUTE-);65;0,2417;249
1826;LOIRE(HAUTE-);70;0,3467;189
1826;LOIRE(HAUTE-);75;0,4638;124
1826;LOIRE(HAUTE-);80;0,5983;66
1826;LOIRE(HAUTE-);85;0,7554;27
1826;LOIRE-INFERIEURE;0;0,2968;1000
1826;LOIRE-INFERIEURE;5;0,0384;703
1826;LOIRE-INFERIEURE;10;0,025;676
1826;LOIRE-INFERIEURE;15;0,0361;659
1826;LOIRE-INFERIEURE;20;0,0468;635
1826;LOIRE-INFERIEURE;25;0,0504;606
1826;LOIRE-INFERIEURE;30;0,0535;575
1826;LOIRE-INFERIEURE;35;0,0569;544
1826;LOIRE-INFERIEURE;40;0,0603;513
1826;LOIRE-INFERIEURE;45;0,0659;483
1826;LOIRE-INFERIEURE;50;0,0825;451
1826;LOIRE-INFERIEURE;55;0,1105;414
1826;LOIRE-INFERIEURE;60;0,1579;368
1826;LOIRE-INFERIEURE;65;0,2271;310
1826;LOIRE-INFERIEURE;70;0,3299;239
1826;LOIRE-INFERIEURE;75;0,448;160
1826;LOIRE-INFERIEURE;80;0,586;89
1826;LOIRE-INFERIEURE;85;0,7469;37
1826;LOIRET;0;0,3092;1000
1826;LOIRET;5;0,0403;691
1826;LOIRET;10;0,0261;663
1826;LOIRET;15;0,0375;646
1826;LOIRET;20;0,0485;621
1826;LOIRET;25;0,0522;591
1826;LOIRET;30;0,0554;560
1826;LOIRET;35;0,0587;529
1826;LOIRET;40;0,0619;498
1826;LOIRET;45;0,0674;467
1826;LOIRET;50;0,084;436
1826;LOIRET;55;0,1123;399
1826;LOIRET;60;0,1602;354
1826;LOIRET;65;0,23;298
1826;LOIRET;70;0,3332;229
1826;LOIRET;75;0,4511;153
1826;LOIRET;80;0,5884;84
1826;LOIRET;85;0,7485;35
1826;LOT;0;0,1793;1000
1826;LOT;5;0,0212;821
1826;LOT;10;0,0149;803
1826;LOT;15;0,0226;791
1826;LOT;20;0,0298;773
1826;LOT;25;0,0327;750
1826;LOT;30;0,0353;726
1826;LOT;35;0,0389;700
1826;LOT;40;0,0433;673
1826;LOT;45;0,0506;644
1826;LOT;50;0,0658;611
1826;LOT;55;0,0901;571
1826;LOT;60;0,1318;520
1826;LOT;65;0,1947;451
1826;LOT;70;0,2918;363
1826;LOT;75;0,4115;257
1826;LOT;80;0,5569;151
1826;LOT;85;0,7265;67
1826;LOT-ET-GARONNE;0;0,1679;1000
1826;LOT-ET-GARONNE;5;0,0197;832
1826;LOT-ET-GARONNE;10;0,0139;816
1826;LOT-ET-GARONNE;15;0,0213;804
1826;LOT-ET-GARONNE;20;0,0281;787
1826;LOT-ET-GARONNE;25;0,0309;765
1826;LOT-ET-GARONNE;30;0,0335;741
1826;LOT-ET-GARONNE;35;0,0371;717
1826;LOT-ET-GARONNE;40;0,0415;690
1826;LOT-ET-GARONNE;45;0,0489;661
1826;LOT-ET-GARONNE;50;0,0638;629
1826;LOT-ET-GARONNE;55;0,0877;589
1826;LOT-ET-GARONNE;60;0,1288;537
1826;LOT-ET-GARONNE;65;0,1908;468
1826;LOT-ET-GARONNE;70;0,2872;379
1826;LOT-ET-GARONNE;75;0,4069;270
1826;LOT-ET-GARONNE;80;0,5532;160
1826;LOT-ET-GARONNE;85;0,7239;72
1826;LOZERE;0;0,2945;1000
1826;LOZERE;5;0,0381;706
1826;LOZERE;10;0,0248;679
1826;LOZERE;15;0,0358;662
1826;LOZERE;20;0,0465;638
1826;LOZERE;25;0,05;608
1826;LOZERE;30;0,0532;578
1826;LOZERE;35;0,0565;547
1826;LOZERE;40;0,06;516
1826;LOZERE;45;0,0657;485
1826;LOZERE;50;0,0822;453
1826;LOZERE;55;0,1101;416
1826;LOZERE;60;0,1574;370
1826;LOZERE;65;0,2266;312
1826;LOZERE;70;0,3292;241
1826;LOZERE;75;0,4474;162
1826;LOZERE;80;0,5856;89
1826;LOZERE;85;0,7465;37
1826;MAINE-ET-LOIRE;0;0,2967;1000
1826;MAINE-ET-LOIRE;5;0,0384;703
1826;MAINE-ET-LOIRE;10;0,025;676
1826;MAINE-ET-LOIRE;15;0,0361;659
1826;MAINE-ET-LOIRE;20;0,0468;636
1826;MAINE-ET-LOIRE;25;0,0503;606
1826;MAINE-ET-LOIRE;30;0,0535;575
1826;MAINE-ET-LOIRE;35;0,0569;545
1826;MAINE-ET-LOIRE;40;0,0603;514
1826;MAINE-ET-LOIRE;45;0,0659;483
1826;MAINE-ET-LOIRE;50;0,0825;451
1826;MAINE-ET-LOIRE;55;0,1104;414
1826;MAINE-ET-LOIRE;60;0,1578;368
1826;MAINE-ET-LOIRE;65;0,2271;310
1826;MAINE-ET-LOIRE;70;0,3298;240
1826;MAINE-ET-LOIRE;75;0,448;161
1826;MAINE-ET-LOIRE;80;0,586;89
1826;MAINE-ET-LOIRE;85;0,7468;37
1826;MANCHE;0;0,2814;1000
1826;MANCHE;5;0,0361;719
1826;MANCHE;10;0,0237;693
1826;MANCHE;15;0,0343;676
1826;MANCHE;20;0,0446;653
1826;MANCHE;25;0,0481;624
1826;MANCHE;30;0,0512;594
1826;MANCHE;35;0,0547;564
1826;MANCHE;40;0,0582;533
1826;MANCHE;45;0,0641;502
1826;MANCHE;50;0,0805;470
1826;MANCHE;55;0,1081;432
1826;MANCHE;60;0,1549;385
1826;MANCHE;65;0,2234;325
1826;MANCHE;70;0,3256;253
1826;MANCHE;75;0,444;170
1826;MANCHE;80;0,5829;95
1826;MANCHE;85;0,7447;40
1826;MARNE;0;0,2267;1000
1826;MARNE;5;0,028;773
1826;MARNE;10;0,019;752
1826;MARNE;15;0,0281;737
1826;MARNE;20;0,0368;717
1826;MARNE;25;0,04;690
1826;MARNE;30;0,0429;663
1826;MARNE;35;0,0465;634
1826;MARNE;40;0,0505;605
1826;MARNE;45;0,0572;574
1826;MARNE;50;0,0731;541
1826;MARNE;55;0,099;502
1826;MARNE;60;0,1434;452
1826;MARNE;65;0,2092;387
1826;MARNE;70;0,309;306
1826;MARNE;75;0,4281;212
1826;MARNE;80;0,5703;121
1826;MARNE;85;0,7359;52
1826;MARNE(HAUTE-);0;0,1598;1000
1826;MARNE(HAUTE-);5;0,0185;840
1826;MARNE(HAUTE-);10;0,0132;825
1826;MARNE(HAUTE-);15;0,0203;814
1826;MARNE(HAUTE-);20;0,0269;797
1826;MARNE(HAUTE-);25;0,0296;776
1826;MARNE(HAUTE-);30;0,0321;753
1826;MARNE(HAUTE-);35;0,0357;729
1826;MARNE(HAUTE-);40;0,0402;703
1826;MARNE(HAUTE-);45;0,0476;674
1826;MARNE(HAUTE-);50;0,0624;642
1826;MARNE(HAUTE-);55;0,086;602
1826;MARNE(HAUTE-);60;0,1265;550
1826;MARNE(HAUTE-);65;0,1879;481
1826;MARNE(HAUTE-);70;0,2838;390
1826;MARNE(HAUTE-);75;0,4035;280
1826;MARNE(HAUTE-);80;0,5504;167
1826;MARNE(HAUTE-);85;0,722;75
1826;MAYENNE;0;0,4204;1000
1826;MAYENNE;5;0,0579;580
1826;MAYENNE;10;0,0358;546
1826;MAYENNE;15;0,0499;526
1826;MAYENNE;20;0,0638;500
1826;MAYENNE;25;0,0679;468
1826;MAYENNE;30;0,0713;437
1826;MAYENNE;35;0,0739;405
1826;MAYENNE;40;0,0758;375
1826;MAYENNE;45;0,0792;347
1826;MAYENNE;50;0,0965;319
1826;MAYENNE;55;0,1272;289
1826;MAYENNE;60;0,1788;252
1826;MAYENNE;65;0,2526;207
1826;MAYENNE;70;0,359;155
1826;MAYENNE;75;0,4752;99
1826;MAYENNE;80;0,607;52
1826;MAYENNE;85;0,7615;20
1826;MEURTHE;0;0,2281;1000
1826;MEURTHE;5;0,0282;772
1826;MEURTHE;10;0,0191;750
1826;MEURTHE;15;0,0283;736
1826;MEURTHE;20;0,037;715
1826;MEURTHE;25;0,0402;689
1826;MEURTHE;30;0,0431;661
1826;MEURTHE;35;0,0467;632
1826;MEURTHE;40;0,0507;603
1826;MEURTHE;45;0,0574;572
1826;MEURTHE;50;0,0733;539
1826;MEURTHE;55;0,0993;500
1826;MEURTHE;60;0,1437;450
1826;MEURTHE;65;0,2096;386
1826;MEURTHE;70;0,3094;305
1826;MEURTHE;75;0,4286;210
1826;MEURTHE;80;0,5706;120
1826;MEURTHE;85;0,7361;52
1826;MEUSE;0;0,2155;1000
1826;MEUSE;5;0,0264;785
1826;MEUSE;10;0,018;764
1826;MEUSE;15;0,0268;750
1826;MEUSE;20;0,0351;730
1826;MEUSE;25;0,0383;704
1826;MEUSE;30;0,0411;677
1826;MEUSE;35;0,0447;650
1826;MEUSE;40;0,0489;620
1826;MEUSE;45;0,0557;590
1826;MEUSE;50;0,0714;557
1826;MEUSE;55;0,097;517
1826;MEUSE;60;0,1408;467
1826;MEUSE;65;0,2059;401
1826;MEUSE;70;0,3052;319
1826;MEUSE;75;0,4245;222
1826;MEUSE;80;0,5674;127
1826;MEUSE;85;0,7338;55
1826;MORBIHAN;0;0,5274;1000
1826;MORBIHAN;5;0,0756;473
1826;MORBIHAN;10;0,0452;437
1826;MORBIHAN;15;0,0616;417
1826;MORBIHAN;20;0,0782;391
1826;MORBIHAN;25;0,0825;361
1826;MORBIHAN;30;0,086;331
1826;MORBIHAN;35;0,0876;303
1826;MORBIHAN;40;0,0879;276
1826;MORBIHAN;45;0,0892;252
1826;MORBIHAN;50;0,1068;229
1826;MORBIHAN;55;0,1394;205
1826;MORBIHAN;60;0,1939;176
1826;MORBIHAN;65;0,2707;142
1826;MORBIHAN;70;0,3794;104
1826;MORBIHAN;75;0,4937;64
1826;MORBIHAN;80;0,6211;33
1826;MORBIHAN;85;0,7713;12
1826;MOSELLE;0;0,1963;1000
1826;MOSELLE;5;0,0236;804
1826;MOSELLE;10;0,0164;785
1826;MOSELLE;15;0,0246;772
1826;MOSELLE;20;0,0323;753
1826;MOSELLE;25;0,0353;729
1826;MOSELLE;30;0,0381;703
1826;MOSELLE;35;0,0417;676
1826;MOSELLE;40;0,046;648
1826;MOSELLE;45;0,0531;618
1826;MOSELLE;50;0,0685;585
1826;MOSELLE;55;0,0934;545
1826;MOSELLE;60;0,1362;494
1826;MOSELLE;65;0,2002;427
1826;MOSELLE;70;0,2983;341
1826;MOSELLE;75;0,4178;240
1826;MOSELLE;80;0,562;139
1826;MOSELLE;85;0,7301;61
1826;NIEVRE;0;0,4519;1000
1826;NIEVRE;5;0,063;548
1826;NIEVRE;10;0,0385;514
1826;NIEVRE;15;0,0533;494
1826;NIEVRE;20;0,0681;467
1826;NIEVRE;25;0,0723;436
1826;NIEVRE;30;0,0757;404
1826;NIEVRE;35;0,078;374
1826;NIEVRE;40;0,0795;344
1826;NIEVRE;45;0,0822;317
1826;NIEVRE;50;0,0996;291
1826;NIEVRE;55;0,131;262
1826;NIEVRE;60;0,1835;228
1826;NIEVRE;65;0,2583;186
1826;NIEVRE;70;0,3654;138
1826;NIEVRE;75;0,481;87
1826;NIEVRE;80;0,6115;45
1826;NIEVRE;85;0,7646;18
1826;NORD;0;0,2672;1000
1826;NORD;5;0,034;733
1826;NORD;10;0,0225;708
1826;NORD;15;0,0327;692
1826;NORD;20;0,0426;669
1826;NORD;25;0,046;641
1826;NORD;30;0,0491;611
1826;NORD;35;0,0526;581
1826;NORD;40;0,0563;551
1826;NORD;45;0,0624;520
1826;NORD;50;0,0787;487
1826;NORD;55;0,1059;449
1826;NORD;60;0,1521;401
1826;NORD;65;0,2199;340
1826;NORD;70;0,3216;266
1826;NORD;75;0,4402;180
1826;NORD;80;0,5798;101
1826;NORD;85;0,7425;42
1826;OISE;0;0,2325;1000
1826;OISE;5;0,0288;768
1826;OISE;10;0,0195;745
1826;OISE;15;0,0288;731
1826;OISE;20;0,0376;710
1826;OISE;25;0,0408;683
1826;OISE;30;0,0438;655
1826;OISE;35;0,0473;627
1826;OISE;40;0,0514;597
1826;OISE;45;0,058;566
1826;OISE;50;0,0739;533
1826;OISE;55;0,1001;494
1826;OISE;60;0,1447;445
1826;OISE;65;0,2108;380
1826;OISE;70;0,3109;300
1826;OISE;75;0,4299;207
1826;OISE;80;0,5717;118
1826;OISE;85;0,7369;50
1826;ORNE;0;0,1646;1000
1826;ORNE;5;0,0192;835
1826;ORNE;10;0,0137;819
1826;ORNE;15;0,0209;808
1826;ORNE;20;0,0276;791
1826;ORNE;25;0,0304;769
1826;ORNE;30;0,0329;746
1826;ORNE;35;0,0365;721
1826;ORNE;40;0,041;695
1826;ORNE;45;0,0484;667
1826;ORNE;50;0,0633;634
1826;ORNE;55;0,087;594
1826;ORNE;60;0,1279;543
1826;ORNE;65;0,1897;473
1826;ORNE;70;0,2858;383
1826;ORNE;75;0,4056;274
1826;ORNE;80;0,5521;163
1826;ORNE;85;0,7232;73
1826;PAS-DE-CALAIS;0;0,2508;1000
1826;PAS-DE-CALAIS;5;0,0315;749
1826;PAS-DE-CALAIS;10;0,021;726
1826;PAS-DE-CALAIS;15;0,0309;710
1826;PAS-DE-CALAIS;20;0,0403;688
1826;PAS-DE-CALAIS;25;0,0436;661
1826;PAS-DE-CALAIS;30;0,0466;632
1826;PAS-DE-CALAIS;35;0,0501;602
1826;PAS-DE-CALAIS;40;0,054;572
1826;PAS-DE-CALAIS;45;0,0603;541
1826;PAS-DE-CALAIS;50;0,0765;509
1826;PAS-DE-CALAIS;55;0,1032;470
1826;PAS-DE-CALAIS;60;0,1487;421
1826;PAS-DE-CALAIS;65;0,2157;359
1826;PAS-DE-CALAIS;70;0,3166;281
1826;PAS-DE-CALAIS;75;0,4355;192
1826;PAS-DE-CALAIS;80;0,5761;109
1826;PAS-DE-CALAIS;85;0,7399;46
1826;PUY-DE-DOME;0;0,3599;1000
1826;PUY-DE-DOME;5;0,0482;640
1826;PUY-DE-DOME;10;0,0305;609
1826;PUY-DE-DOME;15;0,0432;591
1826;PUY-DE-DOME;20;0,0556;565
1826;PUY-DE-DOME;25;0,0594;534
1826;PUY-DE-DOME;30;0,0628;502
1826;PUY-DE-DOME;35;0,0657;470
1826;PUY-DE-DOME;40;0,0684;440
1826;PUY-DE-DOME;45;0,073;410
1826;PUY-DE-DOME;50;0,0899;380
1826;PUY-DE-DOME;55;0,1194;345
1826;PUY-DE-DOME;60;0,1691;304
1826;PUY-DE-DOME;65;0,2409;253
1826;PUY-DE-DOME;70;0,3457;192
1826;PUY-DE-DOME;75;0,4629;126
1826;PUY-DE-DOME;80;0,5976;67
1826;PUY-DE-DOME;85;0,7549;27
1826;PYRENEES(BASSES-);0;0,2259;1000
1826;PYRENEES(BASSES-);5;0,0279;774
1826;PYRENEES(BASSES-);10;0,0189;753
1826;PYRENEES(BASSES-);15;0,028;738
1826;PYRENEES(BASSES-);20;0,0367;718
1826;PYRENEES(BASSES-);25;0,0398;691
1826;PYRENEES(BASSES-);30;0,0427;664
1826;PYRENEES(BASSES-);35;0,0463;635
1826;PYRENEES(BASSES-);40;0,0504;606
1826;PYRENEES(BASSES-);45;0,0571;575
1826;PYRENEES(BASSES-);50;0,0729;543
1826;PYRENEES(BASSES-);55;0,0989;503
1826;PYRENEES(BASSES-);60;0,1432;453
1826;PYRENEES(BASSES-);65;0,2089;388
1826;PYRENEES(BASSES-);70;0,3087;307
1826;PYRENEES(BASSES-);75;0,4278;212
1826;PYRENEES(BASSES-);80;0,5701;122
1826;PYRENEES(BASSES-);85;0,7357;52
1826;PYRENEES(HAUTES-);0;0,1569;1000
1826;PYRENEES(HAUTES-);5;0,0181;843
1826;PYRENEES(HAUTES-);10;0,013;828
1826;PYRENEES(HAUTES-);15;0,02;817
1826;PYRENEES(HAUTES-);20;0,0265;801
1826;PYRENEES(HAUTES-);25;0,0291;780
1826;PYRENEES(HAUTES-);30;0,0316;757
1826;PYRENEES(HAUTES-);35;0,0352;733
1826;PYRENEES(HAUTES-);40;0,0397;707
1826;PYRENEES(HAUTES-);45;0,0471;679
1826;PYRENEES(HAUTES-);50;0,0619;647
1826;PYRENEES(HAUTES-);55;0,0853;607
1826;PYRENEES(HAUTES-);60;0,1257;555
1826;PYRENEES(HAUTES-);65;0,1869;485
1826;PYRENEES(HAUTES-);70;0,2825;395
1826;PYRENEES(HAUTES-);75;0,4023;283
1826;PYRENEES(HAUTES-);80;0,5494;169
1826;PYRENEES(HAUTES-);85;0,7213;76
1826;PYRENEES-ORIENTALES;0;0,3208;1000
1826;PYRENEES-ORIENTALES;5;0,0421;679
1826;PYRENEES-ORIENTALES;10;0,0271;651
1826;PYRENEES-ORIENTALES;15;0,0388;633
1826;PYRENEES-ORIENTALES;20;0,0501;608
1826;PYRENEES-ORIENTALES;25;0,0538;578
1826;PYRENEES-ORIENTALES;30;0,0571;547
1826;PYRENEES-ORIENTALES;35;0,0603;516
1826;PYRENEES-ORIENTALES;40;0,0635;485
1826;PYRENEES-ORIENTALES;45;0,0687;454
1826;PYRENEES-ORIENTALES;50;0,0854;423
1826;PYRENEES-ORIENTALES;55;0,114;386
1826;PYRENEES-ORIENTALES;60;0,1623;342
1826;PYRENEES-ORIENTALES;65;0,2326;287
1826;PYRENEES-ORIENTALES;70;0,3362;220
1826;PYRENEES-ORIENTALES;75;0,454;146
1826;PYRENEES-ORIENTALES;80;0,5907;80
1826;PYRENEES-ORIENTALES;85;0,7501;33
1826;RHIN(BAS-);0;0,2833;1000
1826;RHIN(BAS-);5;0,0364;717
1826;RHIN(BAS-);10;0,0238;691
1826;RHIN(BAS-);15;0,0346;674
1826;RHIN(BAS-);20;0,0449;651
1826;RHIN(BAS-);25;0,0484;622
1826;RHIN(BAS-);30;0,0515;592
1826;RHIN(BAS-);35;0,0549;561
1826;RHIN(BAS-);40;0,0585;530
1826;RHIN(BAS-);45;0,0643;499
1826;RHIN(BAS-);50;0,0808;467
1826;RHIN(BAS-);55;0,1084;429
1826;RHIN(BAS-);60;0,1553;383
1826;RHIN(BAS-);65;0,2239;323
1826;RHIN(BAS-);70;0,3262;251
1826;RHIN(BAS-);75;0,4445;169
1826;RHIN(BAS-);80;0,5833;94
1826;RHIN(BAS-);85;0,7449;39
1826;RHIN(HAUT-);0;0,2759;1000
1826;RHIN(HAUT-);5;0,0353;724
1826;RHIN(HAUT-);10;0,0232;699
