ANNEE;DEPARTEMENT;Age;Qmort;Survie
1851;ORNE;85;0,7226;74
1851;PAS-DE-CALAIS;0;0,233;1000
1851;PAS-DE-CALAIS;5;0,0289;767
1851;PAS-DE-CALAIS;10;0,0195;745
1851;PAS-DE-CALAIS;15;0,0288;730
1851;PAS-DE-CALAIS;20;0,0377;709
1851;PAS-DE-CALAIS;25;0,0409;683
1851;PAS-DE-CALAIS;30;0,0438;655
1851;PAS-DE-CALAIS;35;0,0474;626
1851;PAS-DE-CALAIS;40;0,0514;596
1851;PAS-DE-CALAIS;45;0,058;566
1851;PAS-DE-CALAIS;50;0,074;533
1851;PAS-DE-CALAIS;55;0,1001;493
1851;PAS-DE-CALAIS;60;0,1448;444
1851;PAS-DE-CALAIS;65;0,2109;380
1851;PAS-DE-CALAIS;70;0,311;300
1851;PAS-DE-CALAIS;75;0,4301;206
1851;PAS-DE-CALAIS;80;0,5718;118
1851;PAS-DE-CALAIS;85;0,737;50
1851;PUY-DE-DOME;0;0,3328;1000
1851;PUY-DE-DOME;5;0,044;667
1851;PUY-DE-DOME;10;0,0281;638
1851;PUY-DE-DOME;15;0,0401;620
1851;PUY-DE-DOME;20;0,0518;595
1851;PUY-DE-DOME;25;0,0556;564
1851;PUY-DE-DOME;30;0,0588;533
1851;PUY-DE-DOME;35;0,062;502
1851;PUY-DE-DOME;40;0,065;470
1851;PUY-DE-DOME;45;0,07;440
1851;PUY-DE-DOME;50;0,0868;409
1851;PUY-DE-DOME;55;0,1157;374
1851;PUY-DE-DOME;60;0,1645;330
1851;PUY-DE-DOME;65;0,2352;276
1851;PUY-DE-DOME;70;0,3392;211
1851;PUY-DE-DOME;75;0,4568;139
1851;PUY-DE-DOME;80;0,5929;76
1851;PUY-DE-DOME;85;0,7516;31
1851;PYRENEES(BASSES-);0;0,2914;1000
1851;PYRENEES(BASSES-);5;0,0376;709
1851;PYRENEES(BASSES-);10;0,0246;682
1851;PYRENEES(BASSES-);15;0,0355;665
1851;PYRENEES(BASSES-);20;0,046;642
1851;PYRENEES(BASSES-);25;0,0496;612
1851;PYRENEES(BASSES-);30;0,0527;582
1851;PYRENEES(BASSES-);35;0,0561;551
1851;PYRENEES(BASSES-);40;0,0596;520
1851;PYRENEES(BASSES-);45;0,0653;489
1851;PYRENEES(BASSES-);50;0,0818;457
1851;PYRENEES(BASSES-);55;0,1096;420
1851;PYRENEES(BASSES-);60;0,1568;374
1851;PYRENEES(BASSES-);65;0,2258;315
1851;PYRENEES(BASSES-);70;0,3284;244
1851;PYRENEES(BASSES-);75;0,4466;164
1851;PYRENEES(BASSES-);80;0,5849;91
1851;PYRENEES(BASSES-);85;0,7461;38
1851;PYRENEES(HAUTES-);0;0,1882;1000
1851;PYRENEES(HAUTES-);5;0,0225;812
1851;PYRENEES(HAUTES-);10;0,0157;794
1851;PYRENEES(HAUTES-);15;0,0236;781
1851;PYRENEES(HAUTES-);20;0,0311;763
1851;PYRENEES(HAUTES-);25;0,0341;739
1851;PYRENEES(HAUTES-);30;0,0368;714
1851;PYRENEES(HAUTES-);35;0,0404;687
1851;PYRENEES(HAUTES-);40;0,0447;660
1851;PYRENEES(HAUTES-);45;0,0519;630
1851;PYRENEES(HAUTES-);50;0,0672;597
1851;PYRENEES(HAUTES-);55;0,0918;557
1851;PYRENEES(HAUTES-);60;0,1341;506
1851;PYRENEES(HAUTES-);65;0,1976;438
1851;PYRENEES(HAUTES-);70;0,2953;352
1851;PYRENEES(HAUTES-);75;0,4148;248
1851;PYRENEES(HAUTES-);80;0,5596;145
1851;PYRENEES(HAUTES-);85;0,7284;64
1851;PYRENEES-ORIENTALES;0;0,3378;1000
1851;PYRENEES-ORIENTALES;5;0,0447;662
1851;PYRENEES-ORIENTALES;10;0,0286;633
1851;PYRENEES-ORIENTALES;15;0,0407;615
1851;PYRENEES-ORIENTALES;20;0,0525;589
1851;PYRENEES-ORIENTALES;25;0,0563;559
1851;PYRENEES-ORIENTALES;30;0,0596;527
1851;PYRENEES-ORIENTALES;35;0,0627;496
1851;PYRENEES-ORIENTALES;40;0,0656;465
1851;PYRENEES-ORIENTALES;45;0,0706;434
1851;PYRENEES-ORIENTALES;50;0,0874;403
1851;PYRENEES-ORIENTALES;55;0,1164;368
1851;PYRENEES-ORIENTALES;60;0,1653;325
1851;PYRENEES-ORIENTALES;65;0,2363;272
1851;PYRENEES-ORIENTALES;70;0,3404;207
1851;PYRENEES-ORIENTALES;75;0,4579;137
1851;PYRENEES-ORIENTALES;80;0,5937;74
1851;PYRENEES-ORIENTALES;85;0,7522;30
1851;RHIN(BAS-);0;0,2894;1000
1851;RHIN(BAS-);5;0,0373;711
1851;RHIN(BAS-);10;0,0244;684
1851;RHIN(BAS-);15;0,0353;667
1851;RHIN(BAS-);20;0,0457;644
1851;RHIN(BAS-);25;0,0493;614
1851;RHIN(BAS-);30;0,0524;584
1851;RHIN(BAS-);35;0,0558;554
1851;RHIN(BAS-);40;0,0593;523
1851;RHIN(BAS-);45;0,0651;492
1851;RHIN(BAS-);50;0,0816;460
1851;RHIN(BAS-);55;0,1093;422
1851;RHIN(BAS-);60;0,1565;376
1851;RHIN(BAS-);65;0,2254;317
1851;RHIN(BAS-);70;0,3279;246
1851;RHIN(BAS-);75;0,4461;165
1851;RHIN(BAS-);80;0,5845;91
1851;RHIN(BAS-);85;0,7458;38
1851;RHIN(HAUT-);0;0,3019;1000
1851;RHIN(HAUT-);5;0,0392;698
1851;RHIN(HAUT-);10;0,0255;671
1851;RHIN(HAUT-);15;0,0367;654
1851;RHIN(HAUT-);20;0,0475;630
1851;RHIN(HAUT-);25;0,0511;600
1851;RHIN(HAUT-);30;0,0543;569
1851;RHIN(HAUT-);35;0,0576;538
1851;RHIN(HAUT-);40;0,061;507
1851;RHIN(HAUT-);45;0,0665;476
1851;RHIN(HAUT-);50;0,0831;445
1851;RHIN(HAUT-);55;0,1112;408
1851;RHIN(HAUT-);60;0,1588;362
1851;RHIN(HAUT-);65;0,2283;305
1851;RHIN(HAUT-);70;0,3312;235
1851;RHIN(HAUT-);75;0,4493;157
1851;RHIN(HAUT-);80;0,587;87
1851;RHIN(HAUT-);85;0,7476;36
1851;RHONE;0;0,4562;1000
1851;RHONE;5;0,0637;544
1851;RHONE;10;0,0389;509
1851;RHONE;15;0,0538;489
1851;RHONE;20;0,0687;463
1851;RHONE;25;0,0729;431
1851;RHONE;30;0,0763;400
1851;RHONE;35;0,0786;369
1851;RHONE;40;0,08;340
1851;RHONE;45;0,0826;313
1851;RHONE;50;0,1001;287
1851;RHONE;55;0,1315;258
1851;RHONE;60;0,1841;224
1851;RHONE;65;0,259;183
1851;RHONE;70;0,3662;136
1851;RHONE;75;0,4818;86
1851;RHONE;80;0,6121;45
1851;RHONE;85;0,765;17
1851;SAONE(HAUTE-);0;0,411;1000
1851;SAONE(HAUTE-);5;0,0564;589
1851;SAONE(HAUTE-);10;0,035;556
1851;SAONE(HAUTE-);15;0,0488;536
1851;SAONE(HAUTE-);20;0,0626;510
1851;SAONE(HAUTE-);25;0,0666;478
1851;SAONE(HAUTE-);30;0,07;446
1851;SAONE(HAUTE-);35;0,0727;415
1851;SAONE(HAUTE-);40;0,0747;385
1851;SAONE(HAUTE-);45;0,0782;356
1851;SAONE(HAUTE-);50;0,0955;328
1851;SAONE(HAUTE-);55;0,126;297
1851;SAONE(HAUTE-);60;0,1774;260
1851;SAONE(HAUTE-);65;0,2509;214
1851;SAONE(HAUTE-);70;0,357;160
1851;SAONE(HAUTE-);75;0,4734;103
1851;SAONE(HAUTE-);80;0,6056;54
1851;SAONE(HAUTE-);85;0,7605;21
1851;SAONE-ET-LOIRE;0;0,266;1000
1851;SAONE-ET-LOIRE;5;0,0338;734
1851;SAONE-ET-LOIRE;10;0,0224;709
1851;SAONE-ET-LOIRE;15;0,0326;693
1851;SAONE-ET-LOIRE;20;0,0424;671
1851;SAONE-ET-LOIRE;25;0,0459;642
1851;SAONE-ET-LOIRE;30;0,0489;613
1851;SAONE-ET-LOIRE;35;0,0524;583
1851;SAONE-ET-LOIRE;40;0,0561;552
1851;SAONE-ET-LOIRE;45;0,0622;521
1851;SAONE-ET-LOIRE;50;0,0785;489
1851;SAONE-ET-LOIRE;55;0,1057;450
1851;SAONE-ET-LOIRE;60;0,1518;403
1851;SAONE-ET-LOIRE;65;0,2196;342
1851;SAONE-ET-LOIRE;70;0,3212;267
1851;SAONE-ET-LOIRE;75;0,4398;181
1851;SAONE-ET-LOIRE;80;0,5796;101
1851;SAONE-ET-LOIRE;85;0,7423;43
1851;SARTHE;0;0,2488;1000
1851;SARTHE;5;0,0312;751
1851;SARTHE;10;0,0209;728
1851;SARTHE;15;0,0306;713
1851;SARTHE;20;0,04;691
1851;SARTHE;25;0,0433;663
1851;SARTHE;30;0,0463;634
1851;SARTHE;35;0,0498;605
1851;SARTHE;40;0,0537;575
1851;SARTHE;45;0,0601;544
1851;SARTHE;50;0,0762;511
1851;SARTHE;55;0,1029;472
1851;SARTHE;60;0,1482;424
1851;SARTHE;65;0,2152;361
1851;SARTHE;70;0,316;283
1851;SARTHE;75;0,4349;194
1851;SARTHE;80;0,5757;109
1851;SARTHE;85;0,7396;46
1851;SEINE;0;0,4609;1000
1851;SEINE;5;0,0645;539
1851;SEINE;10;0,0393;504
1851;SEINE;15;0,0543;485
1851;SEINE;20;0,0693;458
1851;SEINE;25;0,0735;426
1851;SEINE;30;0,077;395
1851;SEINE;35;0,0792;365
1851;SEINE;40;0,0805;336
1851;SEINE;45;0,0831;309
1851;SEINE;50;0,1005;283
1851;SEINE;55;0,132;255
1851;SEINE;60;0,1848;221
1851;SEINE;65;0,2598;180
1851;SEINE;70;0,3671;133
1851;SEINE;75;0,4826;84
1851;SEINE;80;0,6127;44
1851;SEINE;85;0,7655;17
1851;SEINE-ET-MARNE;0;0,2712;1000
1851;SEINE-ET-MARNE;5;0,0346;729
1851;SEINE-ET-MARNE;10;0,0228;704
1851;SEINE-ET-MARNE;15;0,0332;688
1851;SEINE-ET-MARNE;20;0,0432;665
1851;SEINE-ET-MARNE;25;0,0466;636
1851;SEINE-ET-MARNE;30;0,0497;606
1851;SEINE-ET-MARNE;35;0,0531;576
1851;SEINE-ET-MARNE;40;0,0568;546
1851;SEINE-ET-MARNE;45;0,0629;515
1851;SEINE-ET-MARNE;50;0,0792;482
1851;SEINE-ET-MARNE;55;0,1065;444
1851;SEINE-ET-MARNE;60;0,1529;397
1851;SEINE-ET-MARNE;65;0,2209;336
1851;SEINE-ET-MARNE;70;0,3227;262
1851;SEINE-ET-MARNE;75;0,4413;177
1851;SEINE-ET-MARNE;80;0,5807;99
1851;SEINE-ET-MARNE;85;0,7431;42
1851;SEINE-ET-OISE;0;0,2291;1000
1851;SEINE-ET-OISE;5;0,0283;771
1851;SEINE-ET-OISE;10;0,0192;749
1851;SEINE-ET-OISE;15;0,0284;735
1851;SEINE-ET-OISE;20;0,0371;714
1851;SEINE-ET-OISE;25;0,0403;687
1851;SEINE-ET-OISE;30;0,0432;660
1851;SEINE-ET-OISE;35;0,0468;631
1851;SEINE-ET-OISE;40;0,0509;602
1851;SEINE-ET-OISE;45;0,0575;571
1851;SEINE-ET-OISE;50;0,0734;538
1851;SEINE-ET-OISE;55;0,0995;499
1851;SEINE-ET-OISE;60;0,1439;449
1851;SEINE-ET-OISE;65;0,2098;384
1851;SEINE-ET-OISE;70;0,3097;304
1851;SEINE-ET-OISE;75;0,4289;210
1851;SEINE-ET-OISE;80;0,5709;120
1851;SEINE-ET-OISE;85;0,7363;51
1851;SEINE-INFERIEURE;0;0,297;1000
1851;SEINE-INFERIEURE;5;0,0385;703
1851;SEINE-INFERIEURE;10;0,025;676
1851;SEINE-INFERIEURE;15;0,0361;659
1851;SEINE-INFERIEURE;20;0,0468;635
1851;SEINE-INFERIEURE;25;0,0504;606
1851;SEINE-INFERIEURE;30;0,0536;575
1851;SEINE-INFERIEURE;35;0,0569;544
1851;SEINE-INFERIEURE;40;0,0603;513
1851;SEINE-INFERIEURE;45;0,0659;482
1851;SEINE-INFERIEURE;50;0,0825;450
1851;SEINE-INFERIEURE;55;0,1105;413
1851;SEINE-INFERIEURE;60;0,1579;368
1851;SEINE-INFERIEURE;65;0,2271;310
1851;SEINE-INFERIEURE;70;0,3299;239
1851;SEINE-INFERIEURE;75;0,4481;160
1851;SEINE-INFERIEURE;80;0,5861;88
1851;SEINE-INFERIEURE;85;0,7469;37
1851;SEVRES(DEUX-);0;0,2484;1000
1851;SEVRES(DEUX-);5;0,0312;752
1851;SEVRES(DEUX-);10;0,0208;728
1851;SEVRES(DEUX-);15;0,0306;713
1851;SEVRES(DEUX-);20;0,0399;691
1851;SEVRES(DEUX-);25;0,0432;664
1851;SEVRES(DEUX-);30;0,0462;635
1851;SEVRES(DEUX-);35;0,0498;606
1851;SEVRES(DEUX-);40;0,0537;575
1851;SEVRES(DEUX-);45;0,06;545
1851;SEVRES(DEUX-);50;0,0761;512
1851;SEVRES(DEUX-);55;0,1028;473
1851;SEVRES(DEUX-);60;0,1481;424
1851;SEVRES(DEUX-);65;0,2151;361
1851;SEVRES(DEUX-);70;0,3159;284
1851;SEVRES(DEUX-);75;0,4348;194
1851;SEVRES(DEUX-);80;0,5756;110
1851;SEVRES(DEUX-);85;0,7396;47
1851;SOMME;0;0,2457;1000
1851;SOMME;5;0,0308;754
1851;SOMME;10;0,0206;731
1851;SOMME;15;0,0303;716
1851;SOMME;20;0,0395;694
1851;SOMME;25;0,0428;667
1851;SOMME;30;0,0458;638
1851;SOMME;35;0,0493;609
1851;SOMME;40;0,0533;579
1851;SOMME;45;0,0597;548
1851;SOMME;50;0,0758;515
1851;SOMME;55;0,1023;476
1851;SOMME;60;0,1476;428
1851;SOMME;65;0,2144;365
1851;SOMME;70;0,315;286
1851;SOMME;75;0,434;196
1851;SOMME;80;0,5749;111
1851;SOMME;85;0,7391;47
1851;TARN;0;0,2544;1000
1851;TARN;5;0,0321;746
1851;TARN;10;0,0214;722
1851;TARN;15;0,0313;706
1851;TARN;20;0,0408;684
1851;TARN;25;0,0441;656
1851;TARN;30;0,0471;627
1851;TARN;35;0,0507;598
1851;TARN;40;0,0545;567
1851;TARN;45;0,0608;536
1851;TARN;50;0,077;504
1851;TARN;55;0,1038;465
1851;TARN;60;0,1494;417
1851;TARN;65;0,2167;355
1851;TARN;70;0,3177;278
1851;TARN;75;0,4365;189
1851;TARN;80;0,577;107
1851;TARN;85;0,7405;45
1851;TARN-ET-GARONNE;0;0,1695;1000
1851;TARN-ET-GARONNE;5;0,0199;831
1851;TARN-ET-GARONNE;10;0,0141;814
1851;TARN-ET-GARONNE;15;0,0214;802
1851;TARN-ET-GARONNE;20;0,0284;785
1851;TARN-ET-GARONNE;25;0,0311;763
1851;TARN-ET-GARONNE;30;0,0337;739
1851;TARN-ET-GARONNE;35;0,0373;714
1851;TARN-ET-GARONNE;40;0,0418;688
1851;TARN-ET-GARONNE;45;0,0491;659
1851;TARN-ET-GARONNE;50;0,0641;627
1851;TARN-ET-GARONNE;55;0,088;586
1851;TARN-ET-GARONNE;60;0,1292;535
1851;TARN-ET-GARONNE;65;0,1914;466
1851;TARN-ET-GARONNE;70;0,2879;377
1851;TARN-ET-GARONNE;75;0,4076;268
1851;TARN-ET-GARONNE;80;0,5537;159
1851;TARN-ET-GARONNE;85;0,7243;71
1851;VAR;0;0,3142;1000
1851;VAR;5;0,0411;686
1851;VAR;10;0,0265;658
1851;VAR;15;0,0381;640
1851;VAR;20;0,0492;616
1851;VAR;25;0,0529;585
1851;VAR;30;0,0561;555
1851;VAR;35;0,0594;523
1851;VAR;40;0,0626;492
1851;VAR;45;0,0679;462
1851;VAR;50;0,0846;430
1851;VAR;55;0,113;394
1851;VAR;60;0,1611;349
1851;VAR;65;0,2311;293
1851;VAR;70;0,3345;225
1851;VAR;75;0,4524;150
1851;VAR;80;0,5894;82
1851;VAR;85;0,7492;34
1851;VAUCLUSE;0;0,3182;1000
1851;VAUCLUSE;5;0,0417;682
1851;VAUCLUSE;10;0,0269;653
1851;VAUCLUSE;15;0,0385;636
1851;VAUCLUSE;20;0,0498;611
1851;VAUCLUSE;25;0,0535;581
1851;VAUCLUSE;30;0,0567;550
1851;VAUCLUSE;35;0,0599;519
1851;VAUCLUSE;40;0,0631;488
1851;VAUCLUSE;45;0,0684;457
1851;VAUCLUSE;50;0,0851;426
1851;VAUCLUSE;55;0,1136;389
1851;VAUCLUSE;60;0,1618;345
1851;VAUCLUSE;65;0,232;289
1851;VAUCLUSE;70;0,3355;222
1851;VAUCLUSE;75;0,4533;148
1851;VAUCLUSE;80;0,5902;81
1851;VAUCLUSE;85;0,7497;33
1851;VENDEE;0;0,3049;1000
1851;VENDEE;5;0,0397;695
1851;VENDEE;10;0,0257;668
1851;VENDEE;15;0,037;650
1851;VENDEE;20;0,0479;626
1851;VENDEE;25;0,0515;596
1851;VENDEE;30;0,0547;566
1851;VENDEE;35;0,058;535
1851;VENDEE;40;0,0614;504
1851;VENDEE;45;0,0669;473
1851;VENDEE;50;0,0835;441
1851;VENDEE;55;0,1117;404
1851;VENDEE;60;0,1594;359
1851;VENDEE;65;0,229;302
1851;VENDEE;70;0,332;233
1851;VENDEE;75;0,4501;155
1851;VENDEE;80;0,5876;85
1851;VENDEE;85;0,748;35
1851;VIENNE;0;0,2437;1000
1851;VIENNE;5;0,0305;756
1851;VIENNE;10;0,0204;733
1851;VIENNE;15;0,03;718
1851;VIENNE;20;0,0392;697
1851;VIENNE;25;0,0425;669
1851;VIENNE;30;0,0455;641
1851;VIENNE;35;0,049;612
1851;VIENNE;40;0,053;582
1851;VIENNE;45;0,0594;551
1851;VIENNE;50;0,0755;518
1851;VIENNE;55;0,102;479
1851;VIENNE;60;0,1471;430
1851;VIENNE;65;0,2138;367
1851;VIENNE;70;0,3144;289
1851;VIENNE;75;0,4334;198
1851;VIENNE;80;0,5744;112
1851;VIENNE;85;0,7388;48
1851;VIENNE(HAUTE-);0;0,461;1000
1851;VIENNE(HAUTE-);5;0,0645;539
1851;VIENNE(HAUTE-);10;0,0393;504
1851;VIENNE(HAUTE-);15;0,0543;484
1851;VIENNE(HAUTE-);20;0,0693;458
1851;VIENNE(HAUTE-);25;0,0735;426
1851;VIENNE(HAUTE-);30;0,077;395
1851;VIENNE(HAUTE-);35;0,0792;365
1851;VIENNE(HAUTE-);40;0,0805;336
1851;VIENNE(HAUTE-);45;0,0831;309
1851;VIENNE(HAUTE-);50;0,1005;283
1851;VIENNE(HAUTE-);55;0,132;255
1851;VIENNE(HAUTE-);60;0,1848;221
1851;VIENNE(HAUTE-);65;0,2598;180
1851;VIENNE(HAUTE-);70;0,3671;133
1851;VIENNE(HAUTE-);75;0,4826;84
1851;VIENNE(HAUTE-);80;0,6127;44
1851;VIENNE(HAUTE-);85;0,7655;17
1851;VOSGES;0;0,3738;1000
1851;VOSGES;5;0,0504;626
1851;VOSGES;10;0,0317;595
1851;VOSGES;15;0,0447;576
1851;VOSGES;20;0,0575;550
1851;VOSGES;25;0,0614;518
1851;VOSGES;30;0,0648;487
1851;VOSGES;35;0,0677;455
1851;VOSGES;40;0,0702;424
1851;VOSGES;45;0,0744;394
1851;VOSGES;50;0,0915;365
1851;VOSGES;55;0,1213;332
1851;VOSGES;60;0,1715;291
1851;VOSGES;65;0,2437;241
1851;VOSGES;70;0,3489;183
1851;VOSGES;75;0,4658;119
1851;VOSGES;80;0,5999;64
1851;VOSGES;85;0,7565;25
1851;YONNE;0;0,2359;1000
1851;YONNE;5;0,0293;764
1851;YONNE;10;0,0198;742
1851;YONNE;15;0,0292;727
1851;YONNE;20;0,0381;706
1851;YONNE;25;0,0414;679
1851;YONNE;30;0,0443;651
1851;YONNE;35;0,0479;622
1851;YONNE;40;0,0519;592
1851;YONNE;45;0,0584;561
1851;YONNE;50;0,0744;529
1851;YONNE;55;0,1006;489
1851;YONNE;60;0,1454;440
1851;YONNE;65;0,2117;376
1851;YONNE;70;0,3119;296
1851;YONNE;75;0,431;204
1851;YONNE;80;0,5726;116
1851;YONNE;85;0,7375;50
1856;AIN;0;0,4367;1000
1856;AIN;5;0,0605;563
1856;AIN;10;0,0372;529
1856;AIN;15;0,0517;510
1856;AIN;20;0,066;483
1856;AIN;25;0,0702;451
1856;AIN;30;0,0736;420
1856;AIN;35;0,076;389
1856;AIN;40;0,0777;359
1856;AIN;45;0,0808;331
1856;AIN;50;0,0981;305
1856;AIN;55;0,1292;275
1856;AIN;60;0,1812;239
1856;AIN;65;0,2556;196
1856;AIN;70;0,3623;146
1856;AIN;75;0,4782;93
1856;AIN;80;0,6094;49
1856;AIN;85;0,7631;19
1856;AISNE;0;0,1955;1000
1856;AISNE;5;0,0235;805
1856;AISNE;10;0,0163;786
1856;AISNE;15;0,0245;773
1856;AISNE;20;0,0322;754
1856;AISNE;25;0,0352;730
1856;AISNE;30;0,0379;704
1856;AISNE;35;0,0416;677
1856;AISNE;40;0,0459;649
1856;AISNE;45;0,0529;619
1856;AISNE;50;0,0684;586
1856;AISNE;55;0,0933;546
1856;AISNE;60;0,136;495
1856;AISNE;65;0,1999;428
1856;AISNE;70;0,298;342
1856;AISNE;75;0,4175;240
1856;AISNE;80;0,5618;140
1856;AISNE;85;0,7299;61
1856;ALLIER;0;0,4113;1000
1856;ALLIER;5;0,0564;589
1856;ALLIER;10;0,035;555
1856;ALLIER;15;0,0489;536
1856;ALLIER;20;0,0626;510
1856;ALLIER;25;0,0666;478
1856;ALLIER;30;0,0701;446
1856;ALLIER;35;0,0727;415
1856;ALLIER;40;0,0747;385
1856;ALLIER;45;0,0783;356
1856;ALLIER;50;0,0955;328
1856;ALLIER;55;0,1261;297
1856;ALLIER;60;0,1774;259
1856;ALLIER;65;0,2509;213
1856;ALLIER;70;0,3571;160
1856;ALLIER;75;0,4734;103
1856;ALLIER;80;0,6057;54
1856;ALLIER;85;0,7606;21
1856;ALPES(BASSES-);0;0,523;1000
1856;ALPES(BASSES-);5;0,0749;477
1856;ALPES(BASSES-);10;0,0448;441
1856;ALPES(BASSES-);15;0,0611;422
1856;ALPES(BASSES-);20;0,0776;396
1856;ALPES(BASSES-);25;0,0819;365
1856;ALPES(BASSES-);30;0,0854;335
1856;ALPES(BASSES-);35;0,0871;307
1856;ALPES(BASSES-);40;0,0875;280
1856;ALPES(BASSES-);45;0,0888;255
1856;ALPES(BASSES-);50;0,1064;233
1856;ALPES(BASSES-);55;0,139;208
1856;ALPES(BASSES-);60;0,1933;179
1856;ALPES(BASSES-);65;0,27;144
1856;ALPES(BASSES-);70;0,3786;105
1856;ALPES(BASSES-);75;0,493;66
1856;ALPES(BASSES-);80;0,6206;33
1856;ALPES(BASSES-);85;0,771;13
1856;ALPES(HAUTES-);0;0,6491;1000
1856;ALPES(HAUTES-);5;0,0965;351
1856;ALPES(HAUTES-);10;0,0559;317
1856;ALPES(HAUTES-);15;0,0747;299
1856;ALPES(HAUTES-);20;0,0941;277
1856;ALPES(HAUTES-);25;0,0986;251
1856;ALPES(HAUTES-);30;0,1021;226
1856;ALPES(HAUTES-);35;0,1024;203
1856;ALPES(HAUTES-);40;0,1008;182
1856;ALPES(HAUTES-);45;0,0995;164
1856;ALPES(HAUTES-);50;0,1173;148
1856;ALPES(HAUTES-);55;0,1517;130
1856;ALPES(HAUTES-);60;0,2088;111
1856;ALPES(HAUTES-);65;0,2885;87
1856;ALPES(HAUTES-);70;0,399;62
1856;ALPES(HAUTES-);75;0,5113;37
1856;ALPES(HAUTES-);80;0,6343;18
1856;ALPES(HAUTES-);85;0,7805;7
1856;ARDECHE;0;0,3085;1000
1856;ARDECHE;5;0,0402;692
1856;ARDECHE;10;0,026;664
1856;ARDECHE;15;0,0374;646
1856;ARDECHE;20;0,0484;622
1856;ARDECHE;25;0,0521;592
1856;ARDECHE;30;0,0553;561
1856;ARDECHE;35;0,0586;530
1856;ARDECHE;40;0,0619;499
1856;ARDECHE;45;0,0673;468
1856;ARDECHE;50;0,0839;437
1856;ARDECHE;55;0,1122;400
1856;ARDECHE;60;0,1601;355
1856;ARDECHE;65;0,2298;298
1856;ARDECHE;70;0,333;230
1856;ARDECHE;75;0,451;153
1856;ARDECHE;80;0,5883;84
1856;ARDECHE;85;0,7484;35
1856;ARDENNES;0;0,1683;1000
1856;ARDENNES;5;0,0197;832
1856;ARDENNES;10;0,014;815
1856;ARDENNES;15;0,0213;804
1856;ARDENNES;20;0,0282;787
1856;ARDENNES;25;0,0309;765
1856;ARDENNES;30;0,0335;741
1856;ARDENNES;35;0,0371;716
1856;ARDENNES;40;0,0416;690
1856;ARDENNES;45;0,0489;661
1856;ARDENNES;50;0,0639;629
1856;ARDENNES;55;0,0878;588
1856;ARDENNES;60;0,1289;537
1856;ARDENNES;65;0,1909;468
1856;ARDENNES;70;0,2874;378
1856;ARDENNES;75;0,4071;270
1856;ARDENNES;80;0,5533;160
1856;ARDENNES;85;0,724;71
1856;ARIEGE;0;0,3242;1000
1856;ARIEGE;5;0,0426;676
1856;ARIEGE;10;0,0274;647
1856;ARIEGE;15;0,0392;629
1856;ARIEGE;20;0,0506;605
1856;ARIEGE;25;0,0543;574
1856;ARIEGE;30;0,0576;543
1856;ARIEGE;35;0,0608;512
1856;ARIEGE;40;0,0639;480
1856;ARIEGE;45;0,0691;450
1856;ARIEGE;50;0,0858;419
1856;ARIEGE;55;0,1145;383
1856;ARIEGE;60;0,1629;339
1856;ARIEGE;65;0,2333;284
1856;ARIEGE;70;0,337;218
1856;ARIEGE;75;0,4548;144
1856;ARIEGE;80;0,5913;79
1856;ARIEGE;85;0,7505;32
1856;AUBE;0;0,1469;1000
1856;AUBE;5;0,0168;853
1856;AUBE;10;0,0121;839
1856;AUBE;15;0,0188;829
1856;AUBE;20;0,025;813
1856;AUBE;25;0,0275;793
1856;AUBE;30;0,03;771
1856;AUBE;35;0,0335;748
1856;AUBE;40;0,038;723
1856;AUBE;45;0,0455;695
1856;AUBE;50;0,0601;664
1856;AUBE;55;0,0831;624
1856;AUBE;60;0,1228;572
1856;AUBE;65;0,1832;502
1856;AUBE;70;0,278;410
1856;AUBE;75;0,3979;296
1856;AUBE;80;0,5458;178
1856;AUBE;85;0,7188;81
1856;AUDE;0;0,2901;1000
1856;AUDE;5;0,0374;710
1856;AUDE;10;0,0244;683
1856;AUDE;15;0,0353;667
1856;AUDE;20;0,0458;643
1856;AUDE;25;0,0494;614
1856;AUDE;30;0,0525;583
1856;AUDE;35;0,0559;553
1856;AUDE;40;0,0594;522
1856;AUDE;45;0,0651;491
1856;AUDE;50;0,0816;459
1856;AUDE;55;0,1094;421
1856;AUDE;60;0,1566;375
1856;AUDE;65;0,2255;317
1856;AUDE;70;0,328;245
1856;AUDE;75;0,4463;165
1856;AUDE;80;0,5847;91
1856;AUDE;85;0,7459;38
1856;AVEYRON;0;0,3609;1000
1856;AVEYRON;5;0,0484;639
1856;AVEYRON;10;0,0306;608
1856;AVEYRON;15;0,0433;590
1856;AVEYRON;20;0,0557;564
1856;AVEYRON;25;0,0596;533
1856;AVEYRON;30;0,0629;501
1856;AVEYRON;35;0,0659;469
1856;AVEYRON;40;0,0686;438
1856;AVEYRON;45;0,0731;408
1856;AVEYRON;50;0,0901;379
1856;AVEYRON;55;0,1196;344
1856;AVEYRON;60;0,1693;303
1856;AVEYRON;65;0,2411;252
1856;AVEYRON;70;0,3459;191
1856;AVEYRON;75;0,4631;125
1856;AVEYRON;80;0,5977;67
1856;AVEYRON;85;0,755;27
1856;BOUCHES-DU-RHONE;0;0,1996;1000
1856;BOUCHES-DU-RHONE;5;0,0241;800
1856;BOUCHES-DU-RHONE;10;0,0166;781
1856;BOUCHES-DU-RHONE;15;0,025;768
