"";"ANNEE";"DEPARTEMENT";"Age";"Qmort";"Survie";"EdVieRes"
"15570";1851;"VAUCLUSE";40;0,0631;0,488;14,39
"15571";1851;"VAUCLUSE";45;0,0684;0,457;11,95
"15572";1851;"VAUCLUSE";5;0,0417;0,682;35,55
"15573";1851;"VAUCLUSE";50;0,0851;0,426;9,665
"15574";1851;"VAUCLUSE";55;0,1136;0,389;7,535
"15575";1851;"VAUCLUSE";60;0,1618;0,345;5,59
"15576";1851;"VAUCLUSE";65;0,232;0,289;3,865
"15577";1851;"VAUCLUSE";70;0,3355;0,222;2,42
"15578";1851;"VAUCLUSE";75;0,4533;0,148;1,31
"15579";1851;"VAUCLUSE";80;0,5902;0,081;0,57
"15580";1851;"VAUCLUSE";85;0,7497;0,033;0,165
"15581";1851;"VENDEE";0;0,3049;1;41,635
"15582";1851;"VENDEE";10;0,0257;0,668;33,16
"15583";1851;"VENDEE";15;0,037;0,65;29,82
"15584";1851;"VENDEE";20;0,0479;0,626;26,57
"15585";1851;"VENDEE";25;0,0515;0,596;23,44
"15586";1851;"VENDEE";30;0,0547;0,566;20,46
"15587";1851;"VENDEE";35;0,058;0,535;17,63
"15588";1851;"VENDEE";40;0,0614;0,504;14,955
"15589";1851;"VENDEE";45;0,0669;0,473;12,435
"15590";1851;"VENDEE";5;0,0397;0,695;36,635
"15591";1851;"VENDEE";50;0,0835;0,441;10,07
"15592";1851;"VENDEE";55;0,1117;0,404;7,865
"15593";1851;"VENDEE";60;0,1594;0,359;5,845
"15594";1851;"VENDEE";65;0,229;0,302;4,05
"15595";1851;"VENDEE";70;0,332;0,233;2,54
"15596";1851;"VENDEE";75;0,4501;0,155;1,375
"15597";1851;"VENDEE";80;0,5876;0,085;0,6
"15598";1851;"VENDEE";85;0,748;0,035;0,175
"15599";1851;"VIENNE";0;0,2437;1;47
"15600";1851;"VIENNE";10;0,0204;0,733;38,22
"15601";1851;"VIENNE";15;0,03;0,718;34,555
"15602";1851;"VIENNE";20;0,0392;0,697;30,965
"15603";1851;"VIENNE";25;0,0425;0,669;27,48
"15604";1851;"VIENNE";30;0,0455;0,641;24,135
"15605";1851;"VIENNE";35;0,049;0,612;20,93
"15606";1851;"VIENNE";40;0,053;0,582;17,87
"15607";1851;"VIENNE";45;0,0594;0,551;14,96
"15608";1851;"VIENNE";5;0,0305;0,756;42
"15609";1851;"VIENNE";50;0,0755;0,518;12,205
"15610";1851;"VIENNE";55;0,102;0,479;9,615
"15611";1851;"VIENNE";60;0,1471;0,43;7,22
"15612";1851;"VIENNE";65;0,2138;0,367;5,07
"15613";1851;"VIENNE";70;0,3144;0,289;3,235
"15614";1851;"VIENNE";75;0,4334;0,198;1,79
"15615";1851;"VIENNE";80;0,5744;0,112;0,8
"15616";1851;"VIENNE";85;0,7388;0,048;0,24
"15617";1851;"VIENNE(HAUTE-)";0;0,461;1;30,165
"15618";1851;"VIENNE(HAUTE-)";10;0,0393;0,504;22,47
"15619";1851;"VIENNE(HAUTE-)";15;0,0543;0,484;19,95
"15620";1851;"VIENNE(HAUTE-)";20;0,0693;0,458;17,53
"15621";1851;"VIENNE(HAUTE-)";25;0,0735;0,426;15,24
"15622";1851;"VIENNE(HAUTE-)";30;0,077;0,395;13,11
"15623";1851;"VIENNE(HAUTE-)";35;0,0792;0,365;11,135
"15624";1851;"VIENNE(HAUTE-)";40;0,0805;0,336;9,31
"15625";1851;"VIENNE(HAUTE-)";45;0,0831;0,309;7,63
"15626";1851;"VIENNE(HAUTE-)";5;0,0645;0,539;25,165
"15627";1851;"VIENNE(HAUTE-)";50;0,1005;0,283;6,085
"15628";1851;"VIENNE(HAUTE-)";55;0,132;0,255;4,67
"15629";1851;"VIENNE(HAUTE-)";60;0,1848;0,221;3,395
"15630";1851;"VIENNE(HAUTE-)";65;0,2598;0,18;2,29
"15631";1851;"VIENNE(HAUTE-)";70;0,3671;0,133;1,39
"15632";1851;"VIENNE(HAUTE-)";75;0,4826;0,084;0,725
"15633";1851;"VIENNE(HAUTE-)";80;0,6127;0,044;0,305
"15634";1851;"VIENNE(HAUTE-)";85;0,7655;0,017;0,085
"15635";1851;"VOSGES";0;0,3738;1;36,225
"15636";1851;"VOSGES";10;0,0317;0,595;28,095
"15637";1851;"VOSGES";15;0,0447;0,576;25,12
"15638";1851;"VOSGES";20;0,0575;0,55;22,24
"15639";1851;"VOSGES";25;0,0614;0,518;19,49
"15640";1851;"VOSGES";30;0,0648;0,487;16,9
"15641";1851;"VOSGES";35;0,0677;0,455;14,465
"15642";1851;"VOSGES";40;0,0702;0,424;12,19
"15643";1851;"VOSGES";45;0,0744;0,394;10,07
"15644";1851;"VOSGES";5;0,0504;0,626;31,225
"15645";1851;"VOSGES";50;0,0915;0,365;8,1
"15646";1851;"VOSGES";55;0,1213;0,332;6,275
"15647";1851;"VOSGES";60;0,1715;0,291;4,615
"15648";1851;"VOSGES";65;0,2437;0,241;3,16
"15649";1851;"VOSGES";70;0,3489;0,183;1,955
"15650";1851;"VOSGES";75;0,4658;0,119;1,04
"15651";1851;"VOSGES";80;0,5999;0,064;0,445
"15652";1851;"VOSGES";85;0,7565;0,025;0,125
"15653";1851;"YONNE";0;0,2359;1;47,72
"15654";1851;"YONNE";10;0,0198;0,742;38,9
"15655";1851;"YONNE";15;0,0292;0,727;35,19
"15656";1851;"YONNE";20;0,0381;0,706;31,555
"15657";1851;"YONNE";25;0,0414;0,679;28,025
"15658";1851;"YONNE";30;0,0443;0,651;24,63
"15659";1851;"YONNE";35;0,0479;0,622;21,375
"15660";1851;"YONNE";40;0,0519;0,592;18,265
"15661";1851;"YONNE";45;0,0584;0,561;15,305
"15662";1851;"YONNE";5;0,0293;0,764;42,72
"15663";1851;"YONNE";50;0,0744;0,529;12,5
"15664";1851;"YONNE";55;0,1006;0,489;9,855
"15665";1851;"YONNE";60;0,1454;0,44;7,41
"15666";1851;"YONNE";65;0,2117;0,376;5,21
"15667";1851;"YONNE";70;0,3119;0,296;3,33
"15668";1851;"YONNE";75;0,431;0,204;1,85
"15669";1851;"YONNE";80;0,5726;0,116;0,83
"15670";1851;"YONNE";85;0,7375;0,05;0,25
"15671";1856;"AIN";0;0,4367;1;31,785
"15672";1856;"AIN";10;0,0372;0,529;23,97
"15673";1856;"AIN";15;0,0517;0,51;21,325
"15674";1856;"AIN";20;0,066;0,483;18,775
"15675";1856;"AIN";25;0,0702;0,451;16,36
"15676";1856;"AIN";30;0,0736;0,42;14,105
"15677";1856;"AIN";35;0,076;0,389;12,005
"15678";1856;"AIN";40;0,0777;0,359;10,06
"15679";1856;"AIN";45;0,0808;0,331;8,265
"15680";1856;"AIN";5;0,0605;0,563;26,785
"15681";1856;"AIN";50;0,0981;0,305;6,61
"15682";1856;"AIN";55;0,1292;0,275;5,085
"15683";1856;"AIN";60;0,1812;0,239;3,71
"15684";1856;"AIN";65;0,2556;0,196;2,515
"15685";1856;"AIN";70;0,3623;0,146;1,535
"15686";1856;"AIN";75;0,4782;0,093;0,805
"15687";1856;"AIN";80;0,6094;0,049;0,34
"15688";1856;"AIN";85;0,7631;0,019;0,095
"15689";1856;"AISNE";0;0,1955;1;51,675
"15690";1856;"AISNE";10;0,0163;0,786;42,65
"15691";1856;"AISNE";15;0,0245;0,773;38,72
"15692";1856;"AISNE";20;0,0322;0,754;34,855
"15693";1856;"AISNE";25;0,0352;0,73;31,085
"15694";1856;"AISNE";30;0,0379;0,704;27,435
"15695";1856;"AISNE";35;0,0416;0,677;23,915
"15696";1856;"AISNE";40;0,0459;0,649;20,53
"15697";1856;"AISNE";45;0,0529;0,619;17,285
"15698";1856;"AISNE";5;0,0235;0,805;46,675
"15699";1856;"AISNE";50;0,0684;0,586;14,19
"15700";1856;"AISNE";55;0,0933;0,546;11,26
"15701";1856;"AISNE";60;0,136;0,495;8,53
"15702";1856;"AISNE";65;0,1999;0,428;6,055
"15703";1856;"AISNE";70;0,298;0,342;3,915
"15704";1856;"AISNE";75;0,4175;0,24;2,205
"15705";1856;"AISNE";80;0,5618;0,14;1,005
"15706";1856;"AISNE";85;0,7299;0,061;0,305
"15707";1856;"ALLIER";0;0,4113;1;33,525
"15708";1856;"ALLIER";10;0,035;0,555;25,58
"15709";1856;"ALLIER";15;0,0489;0,536;22,805
"15710";1856;"ALLIER";20;0,0626;0,51;20,125
"15711";1856;"ALLIER";25;0,0666;0,478;17,575
"15712";1856;"ALLIER";30;0,0701;0,446;15,185
"15713";1856;"ALLIER";35;0,0727;0,415;12,955
"15714";1856;"ALLIER";40;0,0747;0,385;10,88
"15715";1856;"ALLIER";45;0,0783;0,356;8,955
"15716";1856;"ALLIER";5;0,0564;0,589;28,525
"15717";1856;"ALLIER";50;0,0955;0,328;7,175
"15718";1856;"ALLIER";55;0,1261;0,297;5,535
"15719";1856;"ALLIER";60;0,1774;0,259;4,05
"15720";1856;"ALLIER";65;0,2509;0,213;2,755
"15721";1856;"ALLIER";70;0,3571;0,16;1,69
"15722";1856;"ALLIER";75;0,4734;0,103;0,89
"15723";1856;"ALLIER";80;0,6057;0,054;0,375
"15724";1856;"ALLIER";85;0,7606;0,021;0,105
"15725";1856;"ALPES(BASSES-)";0;0,523;1;26,295
"15726";1856;"ALPES(BASSES-)";10;0,0448;0,441;18,91
"15727";1856;"ALPES(BASSES-)";15;0,0611;0,422;16,705
"15728";1856;"ALPES(BASSES-)";20;0,0776;0,396;14,595
"15729";1856;"ALPES(BASSES-)";25;0,0819;0,365;12,615
"15730";1856;"ALPES(BASSES-)";30;0,0854;0,335;10,79
"15731";1856;"ALPES(BASSES-)";35;0,0871;0,307;9,115
"15732";1856;"ALPES(BASSES-)";40;0,0875;0,28;7,58
"15733";1856;"ALPES(BASSES-)";45;0,0888;0,255;6,18
"15734";1856;"ALPES(BASSES-)";5;0,0749;0,477;21,295
"15735";1856;"ALPES(BASSES-)";50;0,1064;0,233;4,905
"15736";1856;"ALPES(BASSES-)";55;0,139;0,208;3,74
"15737";1856;"ALPES(BASSES-)";60;0,1933;0,179;2,7
"15738";1856;"ALPES(BASSES-)";65;0,27;0,144;1,805
"15739";1856;"ALPES(BASSES-)";70;0,3786;0,105;1,085
"15740";1856;"ALPES(BASSES-)";75;0,493;0,066;0,56
"15741";1856;"ALPES(BASSES-)";80;0,6206;0,033;0,23
"15742";1856;"ALPES(BASSES-)";85;0,771;0,013;0,065
"15743";1856;"ALPES(HAUTES-)";0;0,6491;1;19,35
"15744";1856;"ALPES(HAUTES-)";10;0,0559;0,317;12,595
"15745";1856;"ALPES(HAUTES-)";15;0,0747;0,299;11,01
"15746";1856;"ALPES(HAUTES-)";20;0,0941;0,277;9,515
"15747";1856;"ALPES(HAUTES-)";25;0,0986;0,251;8,13
"15748";1856;"ALPES(HAUTES-)";30;0,1021;0,226;6,875
"15749";1856;"ALPES(HAUTES-)";35;0,1024;0,203;5,745
"15750";1856;"ALPES(HAUTES-)";40;0,1008;0,182;4,73
"15751";1856;"ALPES(HAUTES-)";45;0,0995;0,164;3,82
"15752";1856;"ALPES(HAUTES-)";5;0,0965;0,351;14,35
"15753";1856;"ALPES(HAUTES-)";50;0,1173;0,148;3
"15754";1856;"ALPES(HAUTES-)";55;0,1517;0,13;2,26
"15755";1856;"ALPES(HAUTES-)";60;0,2088;0,111;1,61
"15756";1856;"ALPES(HAUTES-)";65;0,2885;0,087;1,055
"15757";1856;"ALPES(HAUTES-)";70;0,399;0,062;0,62
"15758";1856;"ALPES(HAUTES-)";75;0,5113;0,037;0,31
"15759";1856;"ALPES(HAUTES-)";80;0,6343;0,018;0,125
"15760";1856;"ALPES(HAUTES-)";85;0,7805;0,007;0,035
"15761";1856;"ARDECHE";0;0,3085;1;41,33
"15762";1856;"ARDECHE";10;0,026;0,664;32,87
"15763";1856;"ARDECHE";15;0,0374;0,646;29,55
"15764";1856;"ARDECHE";20;0,0484;0,622;26,32
"15765";1856;"ARDECHE";25;0,0521;0,592;23,21
"15766";1856;"ARDECHE";30;0,0553;0,561;20,25
"15767";1856;"ARDECHE";35;0,0586;0,53;17,445
"15768";1856;"ARDECHE";40;0,0619;0,499;14,795
"15769";1856;"ARDECHE";45;0,0673;0,468;12,3
"15770";1856;"ARDECHE";5;0,0402;0,692;36,33
"15771";1856;"ARDECHE";50;0,0839;0,437;9,96
"15772";1856;"ARDECHE";55;0,1122;0,4;7,775
"15773";1856;"ARDECHE";60;0,1601;0,355;5,775
"15774";1856;"ARDECHE";65;0,2298;0,298;4
"15775";1856;"ARDECHE";70;0,333;0,23;2,51
"15776";1856;"ARDECHE";75;0,451;0,153;1,36
"15777";1856;"ARDECHE";80;0,5883;0,084;0,595
"15778";1856;"ARDECHE";85;0,7484;0,035;0,175
"15779";1856;"ARDENNES";0;0,1683;1;54,56
"15780";1856;"ARDENNES";10;0,014;0,815;45,4
"15781";1856;"ARDENNES";15;0,0213;0,804;41,325
"15782";1856;"ARDENNES";20;0,0282;0,787;37,305
"15783";1856;"ARDENNES";25;0,0309;0,765;33,37
"15784";1856;"ARDENNES";30;0,0335;0,741;29,545
"15785";1856;"ARDENNES";35;0,0371;0,716;25,84
"15786";1856;"ARDENNES";40;0,0416;0,69;22,26
"15787";1856;"ARDENNES";45;0,0489;0,661;18,81
"15788";1856;"ARDENNES";5;0,0197;0,832;49,56
"15789";1856;"ARDENNES";50;0,0639;0,629;15,505
"15790";1856;"ARDENNES";55;0,0878;0,588;12,36
"15791";1856;"ARDENNES";60;0,1289;0,537;9,42
"15792";1856;"ARDENNES";65;0,1909;0,468;6,735
"15793";1856;"ARDENNES";70;0,2874;0,378;4,395
"15794";1856;"ARDENNES";75;0,4071;0,27;2,505
"15795";1856;"ARDENNES";80;0,5533;0,16;1,155
"15796";1856;"ARDENNES";85;0,724;0,071;0,355
"15797";1856;"ARIEGE";0;0,3242;1;40,07
"15798";1856;"ARIEGE";10;0,0274;0,647;31,69
"15799";1856;"ARIEGE";15;0,0392;0,629;28,455
"15800";1856;"ARIEGE";20;0,0506;0,605;25,31
"15801";1856;"ARIEGE";25;0,0543;0,574;22,285
"15802";1856;"ARIEGE";30;0,0576;0,543;19,415
"15803";1856;"ARIEGE";35;0,0608;0,512;16,7
"15804";1856;"ARIEGE";40;0,0639;0,48;14,14
"15805";1856;"ARIEGE";45;0,0691;0,45;11,74
"15806";1856;"ARIEGE";5;0,0426;0,676;35,07
"15807";1856;"ARIEGE";50;0,0858;0,419;9,49
"15808";1856;"ARIEGE";55;0,1145;0,383;7,395
"15809";1856;"ARIEGE";60;0,1629;0,339;5,48
"15810";1856;"ARIEGE";65;0,2333;0,284;3,785
"15811";1856;"ARIEGE";70;0,337;0,218;2,365
"15812";1856;"ARIEGE";75;0,4548;0,144;1,275
"15813";1856;"ARIEGE";80;0,5913;0,079;0,555
"15814";1856;"ARIEGE";85;0,7505;0,032;0,16
"15815";1856;"AUBE";0;0,1469;1;56,955
"15816";1856;"AUBE";10;0,0121;0,839;47,69
"15817";1856;"AUBE";15;0,0188;0,829;43,495
"15818";1856;"AUBE";20;0,025;0,813;39,35
"15819";1856;"AUBE";25;0,0275;0,793;35,285
"15820";1856;"AUBE";30;0,03;0,771;31,32
"15821";1856;"AUBE";35;0,0335;0,748;27,465
"15822";1856;"AUBE";40;0,038;0,723;23,725
"15823";1856;"AUBE";45;0,0455;0,695;20,11
"15824";1856;"AUBE";5;0,0168;0,853;51,955
"15825";1856;"AUBE";50;0,0601;0,664;16,635
"15826";1856;"AUBE";55;0,0831;0,624;13,315
"15827";1856;"AUBE";60;0,1228;0,572;10,195
"15828";1856;"AUBE";65;0,1832;0,502;7,335
"15829";1856;"AUBE";70;0,278;0,41;4,825
"15830";1856;"AUBE";75;0,3979;0,296;2,775
"15831";1856;"AUBE";80;0,5458;0,178;1,295
"15832";1856;"AUBE";85;0,7188;0,081;0,405
"15833";1856;"AUDE";0;0,2901;1;42,885
"15834";1856;"AUDE";10;0,0244;0,683;34,335
"15835";1856;"AUDE";15;0,0353;0,667;30,92
"15836";1856;"AUDE";20;0,0458;0,643;27,585
"15837";1856;"AUDE";25;0,0494;0,614;24,37
"15838";1856;"AUDE";30;0,0525;0,583;21,3
"15839";1856;"AUDE";35;0,0559;0,553;18,385
"15840";1856;"AUDE";40;0,0594;0,522;15,62
"15841";1856;"AUDE";45;0,0651;0,491;13,01
"15842";1856;"AUDE";5;0,0374;0,71;37,885
"15843";1856;"AUDE";50;0,0816;0,459;10,555
"15844";1856;"AUDE";55;0,1094;0,421;8,26
"15845";1856;"AUDE";60;0,1566;0,375;6,155
"15846";1856;"AUDE";65;0,2255;0,317;4,28
"15847";1856;"AUDE";70;0,328;0,245;2,695
"15848";1856;"AUDE";75;0,4463;0,165;1,47
"15849";1856;"AUDE";80;0,5847;0,091;0,645
"15850";1856;"AUDE";85;0,7459;0,038;0,19
"15851";1856;"AVEYRON";0;0,3609;1;37,19
"15852";1856;"AVEYRON";10;0,0306;0,608;28,995
"15853";1856;"AVEYRON";15;0,0433;0,59;25,955
"15854";1856;"AVEYRON";20;0,0557;0,564;23,005
"15855";1856;"AVEYRON";25;0,0596;0,533;20,185
"15856";1856;"AVEYRON";30;0,0629;0,501;17,52
"15857";1856;"AVEYRON";35;0,0659;0,469;15,015
"15858";1856;"AVEYRON";40;0,0686;0,438;12,67
"15859";1856;"AVEYRON";45;0,0731;0,408;10,48
"15860";1856;"AVEYRON";5;0,0484;0,639;32,19
"15861";1856;"AVEYRON";50;0,0901;0,379;8,44
"15862";1856;"AVEYRON";55;0,1196;0,344;6,545
"15863";1856;"AVEYRON";60;0,1693;0,303;4,825
"15864";1856;"AVEYRON";65;0,2411;0,252;3,31
"15865";1856;"AVEYRON";70;0,3459;0,191;2,05
"15866";1856;"AVEYRON";75;0,4631;0,125;1,095
"15867";1856;"AVEYRON";80;0,5977;0,067;0,47
"15868";1856;"AVEYRON";85;0,755;0,027;0,135
"15869";1856;"BOUCHES-DU-RHONE";0;0,1996;1;51,245
"15870";1856;"BOUCHES-DU-RHONE";10;0,0166;0,781;42,245
"15871";1856;"BOUCHES-DU-RHONE";15;0,025;0,768;38,34
"15872";1856;"BOUCHES-DU-RHONE";20;0,0328;0,749;34,5
"15873";1856;"BOUCHES-DU-RHONE";25;0,0358;0,724;30,755
"15874";1856;"BOUCHES-DU-RHONE";30;0,0386;0,698;27,135
"15875";1856;"BOUCHES-DU-RHONE";35;0,0422;0,671;23,645
"15876";1856;"BOUCHES-DU-RHONE";40;0,0465;0,643;20,29
"15877";1856;"BOUCHES-DU-RHONE";45;0,0535;0,613;17,075
"15878";1856;"BOUCHES-DU-RHONE";5;0,0241;0,8;46,245
"15879";1856;"BOUCHES-DU-RHONE";50;0,069;0,58;14,01
"15880";1856;"BOUCHES-DU-RHONE";55;0,0941;0,54;11,11
"15881";1856;"BOUCHES-DU-RHONE";60;0,137;0,49;8,41
"15882";1856;"BOUCHES-DU-RHONE";65;0,2012;0,422;5,96
"15883";1856;"BOUCHES-DU-RHONE";70;0,2995;0,337;3,85
"15884";1856;"BOUCHES-DU-RHONE";75;0,419;0,236;2,165
"15885";1856;"BOUCHES-DU-RHONE";80;0,563;0,137;0,985
"15886";1856;"BOUCHES-DU-RHONE";85;0,7308;0,06;0,3
"15887";1856;"CALVADOS";0;0,1849;1;52,775
"15888";1856;"CALVADOS";10;0,0154;0,797;43,7
"15889";1856;"CALVADOS";15;0,0232;0,785;39,715
"15890";1856;"CALVADOS";20;0,0307;0,767;35,79
"15891";1856;"CALVADOS";25;0,0336;0,743;31,955
"15892";1856;"CALVADOS";30;0,0362;0,718;28,24
"15893";1856;"CALVADOS";35;0,0398;0,692;24,65
"15894";1856;"CALVADOS";40;0,0442;0,665;21,19
"15895";1856;"CALVADOS";45;0,0514;0,635;17,865
"15896";1856;"CALVADOS";5;0,022;0,815;47,775
"15897";1856;"CALVADOS";50;0,0667;0,603;14,69
"15898";1856;"CALVADOS";55;0,0912;0,562;11,675
"15899";1856;"CALVADOS";60;0,1333;0,511;8,865
"15900";1856;"CALVADOS";65;0,1965;0,443;6,31
"15901";1856;"CALVADOS";70;0,294;0,356;4,095
"15902";1856;"CALVADOS";75;0,4136;0,251;2,315
"15903";1856;"CALVADOS";80;0,5586;0,147;1,06
"15904";1856;"CALVADOS";85;0,7277;0,065;0,325
"15905";1856;"CANTAL";0;0,365;1;36,885
"15906";1856;"CANTAL";10;0,0309;0,604;28,71
"15907";1856;"CANTAL";15;0,0437;0,585;25,69
"15908";1856;"CANTAL";20;0,0563;0,56;22,765
"15909";1856;"CANTAL";25;0,0602;0,528;19,965
"15910";1856;"CANTAL";30;0,0635;0,496;17,325
"15911";1856;"CANTAL";35;0,0664;0,465;14,845
"15912";1856;"CANTAL";40;0,0691;0,434;12,52
"15913";1856;"CANTAL";45;0,0735;0,404;10,35
"15914";1856;"CANTAL";5;0,049;0,635;31,885
"15915";1856;"CANTAL";50;0,0905;0,374;8,33
"15916";1856;"CANTAL";55;0,1201;0,34;6,46
"15917";1856;"CANTAL";60;0,17;0,3;4,76
"15918";1856;"CANTAL";65;0,2419;0,249;3,26
"15919";1856;"CANTAL";70;0,3469;0,188;2,015
"15920";1856;"CANTAL";75;0,464;0,123;1,075
"15921";1856;"CANTAL";80;0,5984;0,066;0,46
"15922";1856;"CANTAL";85;0,7555;0,026;0,13
"15923";1856;"CHARENTE";0;0,3601;1;37,25
"15924";1856;"CHARENTE";10;0,0305;0,609;29,05
"15925";1856;"CHARENTE";15;0,0432;0,59;26,005
"15926";1856;"CHARENTE";20;0,0556;0,565;23,055
"15927";1856;"CHARENTE";25;0,0595;0,534;20,23
"15928";1856;"CHARENTE";30;0,0628;0,502;17,56
"15929";1856;"CHARENTE";35;0,0658;0,47;15,05
"15930";1856;"CHARENTE";40;0,0685;0,439;12,7
"15931";1856;"CHARENTE";45;0,073;0,409;10,505
"15932";1856;"CHARENTE";5;0,0482;0,64;32,25
"15933";1856;"CHARENTE";50;0,09;0,379;8,46
"15934";1856;"CHARENTE";55;0,1195;0,345;6,565
"15935";1856;"CHARENTE";60;0,1692;0,304;4,84
"15936";1856;"CHARENTE";65;0,2409;0,253;3,32
"15937";1856;"CHARENTE";70;0,3457;0,192;2,055
"15938";1856;"CHARENTE";75;0,4629;0,125;1,095
"15939";1856;"CHARENTE";80;0,5976;0,067;0,47
"15940";1856;"CHARENTE";85;0,7549;0,027;0,135
"15941";1856;"CHARENTE-INFERIEURE";0;0,2136;1;49,87
"15942";1856;"CHARENTE-INFERIEURE";10;0,0178;0,766;40,94
"15943";1856;"CHARENTE-INFERIEURE";15;0,0266;0,752;37,11
"15944";1856;"CHARENTE-INFERIEURE";20;0,0349;0,732;33,35
"15945";1856;"CHARENTE-INFERIEURE";25;0,038;0,707;29,69
"15946";1856;"CHARENTE-INFERIEURE";30;0,0408;0,68;26,155
"15947";1856;"CHARENTE-INFERIEURE";35;0,0444;0,652;22,755
"15948";1856;"CHARENTE-INFERIEURE";40;0,0486;0,623;19,495
"15949";1856;"CHARENTE-INFERIEURE";45;0,0555;0,593;16,38
"15950";1856;"CHARENTE-INFERIEURE";5;0,0261;0,786;44,87
"15951";1856;"CHARENTE-INFERIEURE";50;0,0711;0,56;13,415
"15952";1856;"CHARENTE-INFERIEURE";55;0,0967;0,52;10,615
"15953";1856;"CHARENTE-INFERIEURE";60;0,1404;0,47;8,015
"15954";1856;"CHARENTE-INFERIEURE";65;0,2054;0,404;5,665
"15955";1856;"CHARENTE-INFERIEURE";70;0,3045;0,321;3,645
"15956";1856;"CHARENTE-INFERIEURE";75;0,4238;0,223;2,04
"15957";1856;"CHARENTE-INFERIEURE";80;0,5668;0,129;0,925
"15958";1856;"CHARENTE-INFERIEURE";85;0,7335;0,056;0,28
"15959";1856;"CHER";0;0,4327;1;32,035
"15960";1856;"CHER";10;0,0369;0,533;24,2
"15961";1856;"CHER";15;0,0512;0,514;21,535
"15962";1856;"CHER";20;0,0655;0,487;18,965
"15963";1856;"CHER";25;0,0696;0,455;16,53
"15964";1856;"CHER";30;0,0731;0,424;14,255
"15965";1856;"CHER";35;0,0755;0,393;12,135
"15966";1856;"CHER";40;0,0772;0,363;10,17
"15967";1856;"CHER";45;0,0804;0,335;8,355
"15968";1856;"CHER";5;0,0599;0,567;27,035
"15969";1856;"CHER";50;0,0977;0,308;6,68
"15970";1856;"CHER";55;0,1287;0,278;5,14
"15971";1856;"CHER";60;0,1807;0,242;3,75
"15972";1856;"CHER";65;0,2548;0,198;2,54
"15973";1856;"CHER";70;0,3615;0,148;1,55
"15974";1856;"CHER";75;0,4775;0,094;0,81
"15975";1856;"CHER";80;0,6088;0,049;0,34
"15976";1856;"CHER";85;0,7627;0,019;0,095
"15977";1856;"CORREZE";0;0,5665;1;23,775
"15978";1856;"CORREZE";10;0,0486;0,398;16,605
"15979";1856;"CORREZE";15;0,0658;0,379;14,615
"15980";1856;"CORREZE";20;0,0833;0,354;12,72
"15981";1856;"CORREZE";25;0,0877;0,324;10,95
"15982";1856;"CORREZE";30;0,0913;0,296;9,33
"15983";1856;"CORREZE";35;0,0925;0,269;7,85
"15984";1856;"CORREZE";40;0,0922;0,244;6,505
"15985";1856;"CORREZE";45;0,0926;0,221;5,285
"15986";1856;"CORREZE";5;0,0822;0,434;18,775
"15987";1856;"CORREZE";50;0,1103;0,201;4,18
"15988";1856;"CORREZE";55;0,1435;0,179;3,175
"15989";1856;"CORREZE";60;0,1989;0,153;2,28
"15990";1856;"CORREZE";65;0,2767;0,123;1,515
"15991";1856;"CORREZE";70;0,386;0,089;0,9
"15992";1856;"CORREZE";75;0,4997;0,054;0,455
"15993";1856;"CORREZE";80;0,6256;0,027;0,185
"15994";1856;"CORREZE";85;0,7745;0,01;0,05
"15995";1856;"CORSE";0;0,3934;1;34,785
"15996";1856;"CORSE";10;0,0334;0,574;26,75
"15997";1856;"CORSE";15;0,0469;0,555;23,88
"15998";1856;"CORSE";20;0,0602;0,529;21,105
"15999";1856;"CORSE";25;0,0641;0,497;18,46
"16000";1856;"CORSE";30;0,0675;0,465;15,975
"16001";1856;"CORSE";35;0,0703;0,434;13,65
"16002";1856;"CORSE";40;0,0725;0,403;11,48
"16003";1856;"CORSE";45;0,0765;0,374;9,465
"16004";1856;"CORSE";5;0,0535;0,607;29,785
"16005";1856;"CORSE";50;0,0936;0,345;7,595
"16006";1856;"CORSE";55;0,1238;0,313;5,87
"16007";1856;"CORSE";60;0,1746;0,274;4,305
"16008";1856;"CORSE";65;0,2475;0,226;2,935
"16009";1856;"CORSE";70;0,3533;0,17;1,805
"16010";1856;"CORSE";75;0,4699;0,11;0,955
"16011";1856;"CORSE";80;0,603;0,058;0,405
"16012";1856;"CORSE";85;0,7587;0,023;0,115
"16013";1856;"COTE-D-OR";0;0,1586;1;55,61
"16014";1856;"COTE-D-OR";10;0,0131;0,826;46,405
"16015";1856;"COTE-D-OR";15;0,0202;0,815;42,275
"16016";1856;"COTE-D-OR";20;0,0267;0,799;38,2
"16017";1856;"COTE-D-OR";25;0,0294;0,777;34,205
"16018";1856;"COTE-D-OR";30;0,0319;0,754;30,32
"16019";1856;"COTE-D-OR";35;0,0355;0,73;26,55
"16020";1856;"COTE-D-OR";40;0,04;0,704;22,9
"16021";1856;"COTE-D-OR";45;0,0474;0,676;19,38
"16022";1856;"COTE-D-OR";5;0,0184;0,841;50,61
"16023";1856;"COTE-D-OR";50;0,0622;0,644;16
"16024";1856;"COTE-D-OR";55;0,0857;0,604;12,78
"16025";1856;"COTE-D-OR";60;0,1262;0,552;9,76
"16026";1856;"COTE-D-OR";65;0,1875;0,483;7
"16027";1856;"COTE-D-OR";70;0,2832;0,392;4,585
"16028";1856;"COTE-D-OR";75;0,403;0,281;2,625
"16029";1856;"COTE-D-OR";80;0,55;0,168;1,22
