"";"ANNEE";"DEPARTEMENT";"Age";"Qmort";"Survie";"EdVieRes"
"5810";1821;"PAS-DE-CALAIS";5;0,0254;0,791;45,34
"5811";1821;"PAS-DE-CALAIS";50;0,0704;0,567;13,61
"5812";1821;"PAS-DE-CALAIS";55;0,0958;0,527;10,775
"5813";1821;"PAS-DE-CALAIS";60;0,1393;0,476;8,14
"5814";1821;"PAS-DE-CALAIS";65;0,204;0,41;5,76
"5815";1821;"PAS-DE-CALAIS";70;0,3029;0,326;3,71
"5816";1821;"PAS-DE-CALAIS";75;0,4222;0,228;2,08
"5817";1821;"PAS-DE-CALAIS";80;0,5656;0,131;0,94
"5818";1821;"PAS-DE-CALAIS";85;0,7326;0,057;0,285
"5819";1821;"PUY-DE-DOME";0;0,3554;1;37,625
"5820";1821;"PUY-DE-DOME";10;0,0301;0,614;29,4
"5821";1821;"PUY-DE-DOME";15;0,0427;0,596;26,33
"5822";1821;"PUY-DE-DOME";20;0,0549;0,57;23,35
"5823";1821;"PUY-DE-DOME";25;0,0588;0,539;20,5
"5824";1821;"PUY-DE-DOME";30;0,0621;0,507;17,805
"5825";1821;"PUY-DE-DOME";35;0,0651;0,476;15,27
"5826";1821;"PUY-DE-DOME";40;0,0679;0,445;12,89
"5827";1821;"PUY-DE-DOME";45;0,0725;0,414;10,665
"5828";1821;"PUY-DE-DOME";5;0,0475;0,645;32,625
"5829";1821;"PUY-DE-DOME";50;0,0894;0,384;8,595
"5830";1821;"PUY-DE-DOME";55;0,1188;0,35;6,675
"5831";1821;"PUY-DE-DOME";60;0,1684;0,308;4,925
"5832";1821;"PUY-DE-DOME";65;0,24;0,257;3,385
"5833";1821;"PUY-DE-DOME";70;0,3446;0,195;2,1
"5834";1821;"PUY-DE-DOME";75;0,4619;0,128;1,125
"5835";1821;"PUY-DE-DOME";80;0,5968;0,069;0,485
"5836";1821;"PUY-DE-DOME";85;0,7544;0,028;0,14
"5837";1821;"PYRENEES-ORIENTALES";0;0,302;1;41,89
"5838";1821;"PYRENEES-ORIENTALES";10;0,0255;0,671;33,4
"5839";1821;"PYRENEES-ORIENTALES";15;0,0367;0,654;30,045
"5840";1821;"PYRENEES-ORIENTALES";20;0,0475;0,63;26,775
"5841";1821;"PYRENEES-ORIENTALES";25;0,0511;0,6;23,625
"5842";1821;"PYRENEES-ORIENTALES";30;0,0543;0,569;20,625
"5843";1821;"PYRENEES-ORIENTALES";35;0,0576;0,538;17,78
"5844";1821;"PYRENEES-ORIENTALES";40;0,061;0,507;15,09
"5845";1821;"PYRENEES-ORIENTALES";45;0,0665;0,476;12,555
"5846";1821;"PYRENEES-ORIENTALES";5;0,0392;0,698;36,89
"5847";1821;"PYRENEES-ORIENTALES";50;0,0831;0,445;10,175
"5848";1821;"PYRENEES-ORIENTALES";55;0,1112;0,408;7,95
"5849";1821;"PYRENEES-ORIENTALES";60;0,1588;0,362;5,91
"5850";1821;"PYRENEES-ORIENTALES";65;0,2283;0,305;4,1
"5851";1821;"PYRENEES-ORIENTALES";70;0,3313;0,235;2,575
"5852";1821;"PYRENEES-ORIENTALES";75;0,4493;0,157;1,4
"5853";1821;"PYRENEES-ORIENTALES";80;0,587;0,087;0,615
"5854";1821;"PYRENEES-ORIENTALES";85;0,7476;0,036;0,18
"5855";1821;"PYRENEES(BASSES-)";0;0,2565;1;45,83
"5856";1821;"PYRENEES(BASSES-)";10;0,0215;0,719;37,11
"5857";1821;"PYRENEES(BASSES-)";15;0,0315;0,704;33,515
"5858";1821;"PYRENEES(BASSES-)";20;0,0411;0,682;29,995
"5859";1821;"PYRENEES(BASSES-)";25;0,0444;0,654;26,585
"5860";1821;"PYRENEES(BASSES-)";30;0,0475;0,625;23,315
"5861";1821;"PYRENEES(BASSES-)";35;0,051;0,595;20,19
"5862";1821;"PYRENEES(BASSES-)";40;0,0548;0,565;17,215
"5863";1821;"PYRENEES(BASSES-)";45;0,0611;0,534;14,39
"5864";1821;"PYRENEES(BASSES-)";5;0,0324;0,744;40,83
"5865";1821;"PYRENEES(BASSES-)";50;0,0772;0,501;11,72
"5866";1821;"PYRENEES(BASSES-)";55;0,1041;0,462;9,215
"5867";1821;"PYRENEES(BASSES-)";60;0,1498;0,414;6,905
"5868";1821;"PYRENEES(BASSES-)";65;0,2172;0,352;4,835
"5869";1821;"PYRENEES(BASSES-)";70;0,3184;0,276;3,075
"5870";1821;"PYRENEES(BASSES-)";75;0,4371;0,188;1,695
"5871";1821;"PYRENEES(BASSES-)";80;0,5774;0,106;0,755
"5872";1821;"PYRENEES(BASSES-)";85;0,7408;0,045;0,225
"5873";1821;"PYRENEES(HAUTES-)";0;0,1614;1;55,315
"5874";1821;"PYRENEES(HAUTES-)";10;0,0134;0,823;46,12
"5875";1821;"PYRENEES(HAUTES-)";15;0,0205;0,812;42,005
"5876";1821;"PYRENEES(HAUTES-)";20;0,0271;0,795;37,945
"5877";1821;"PYRENEES(HAUTES-)";25;0,0298;0,774;33,97
"5878";1821;"PYRENEES(HAUTES-)";30;0,0324;0,751;30,1
"5879";1821;"PYRENEES(HAUTES-)";35;0,036;0,726;26,345
"5880";1821;"PYRENEES(HAUTES-)";40;0,0404;0,7;22,715
"5881";1821;"PYRENEES(HAUTES-)";45;0,0478;0,672;19,215
"5882";1821;"PYRENEES(HAUTES-)";5;0,0188;0,839;50,315
"5883";1821;"PYRENEES(HAUTES-)";50;0,0627;0,64;15,855
"5884";1821;"PYRENEES(HAUTES-)";55;0,0863;0,6;12,655
"5885";1821;"PYRENEES(HAUTES-)";60;0,127;0,548;9,655
"5886";1821;"PYRENEES(HAUTES-)";65;0,1885;0,478;6,915
"5887";1821;"PYRENEES(HAUTES-)";70;0,2844;0,388;4,525
"5888";1821;"PYRENEES(HAUTES-)";75;0,4042;0,278;2,585
"5889";1821;"PYRENEES(HAUTES-)";80;0,551;0,165;1,195
"5890";1821;"PYRENEES(HAUTES-)";85;0,7224;0,074;0,37
"5891";1821;"RHIN(BAS-)";0;0,2448;1;46,89
"5892";1821;"RHIN(BAS-)";10;0,0205;0,732;38,115
"5893";1821;"RHIN(BAS-)";15;0,0302;0,717;34,455
"5894";1821;"RHIN(BAS-)";20;0,0394;0,695;30,87
"5895";1821;"RHIN(BAS-)";25;0,0427;0,668;27,395
"5896";1821;"RHIN(BAS-)";30;0,0457;0,64;24,055
"5897";1821;"RHIN(BAS-)";35;0,0492;0,61;20,855
"5898";1821;"RHIN(BAS-)";40;0,0531;0,58;17,805
"5899";1821;"RHIN(BAS-)";45;0,0596;0,549;14,905
"5900";1821;"RHIN(BAS-)";5;0,0306;0,755;41,89
"5901";1821;"RHIN(BAS-)";50;0,0756;0,517;12,16
"5902";1821;"RHIN(BAS-)";55;0,1022;0,478;9,575
"5903";1821;"RHIN(BAS-)";60;0,1474;0,429;7,185
"5904";1821;"RHIN(BAS-)";65;0,2141;0,366;5,04
"5905";1821;"RHIN(BAS-)";70;0,3148;0,287;3,21
"5906";1821;"RHIN(BAS-)";75;0,4337;0,197;1,775
"5907";1821;"RHIN(BAS-)";80;0,5747;0,111;0,79
"5908";1821;"RHIN(BAS-)";85;0,7389;0,047;0,235
"5909";1821;"RHIN(HAUT-)";0;0,2475;1;46,655
"5910";1821;"RHIN(HAUT-)";10;0,0208;0,729;37,89
"5911";1821;"RHIN(HAUT-)";15;0,0305;0,714;34,245
"5912";1821;"RHIN(HAUT-)";20;0,0398;0,692;30,675
"5913";1821;"RHIN(HAUT-)";25;0,0431;0,665;27,215
"5914";1821;"RHIN(HAUT-)";30;0,0461;0,636;23,89
"5915";1821;"RHIN(HAUT-)";35;0,0496;0,607;20,71
"5916";1821;"RHIN(HAUT-)";40;0,0535;0,577;17,675
"5917";1821;"RHIN(HAUT-)";45;0,0599;0,546;14,79
"5918";1821;"RHIN(HAUT-)";5;0,031;0,753;41,655
"5919";1821;"RHIN(HAUT-)";50;0,076;0,513;12,06
"5920";1821;"RHIN(HAUT-)";55;0,1026;0,474;9,495
"5921";1821;"RHIN(HAUT-)";60;0,1479;0,425;7,125
"5922";1821;"RHIN(HAUT-)";65;0,2148;0,363;5
"5923";1821;"RHIN(HAUT-)";70;0,3156;0,285;3,185
"5924";1821;"RHIN(HAUT-)";75;0,4345;0,195;1,76
"5925";1821;"RHIN(HAUT-)";80;0,5753;0,11;0,785
"5926";1821;"RHIN(HAUT-)";85;0,7394;0,047;0,235
"5927";1821;"RHONE";0;0,4698;1;29,59
"5928";1821;"RHONE";10;0,0401;0,495;21,94
"5929";1821;"RHONE";15;0,0553;0,475;19,465
"5930";1821;"RHONE";20;0,0705;0,449;17,09
"5931";1821;"RHONE";25;0,0747;0,417;14,845
"5932";1821;"RHONE";30;0,0782;0,386;12,76
"5933";1821;"RHONE";35;0,0803;0,356;10,83
"5934";1821;"RHONE";40;0,0815;0,327;9,05
"5935";1821;"RHONE";45;0,0839;0,301;7,415
"5936";1821;"RHONE";5;0,066;0,53;24,59
"5937";1821;"RHONE";50;0,1014;0,276;5,91
"5938";1821;"RHONE";55;0,1331;0,248;4,53
"5939";1821;"RHONE";60;0,186;0,215;3,29
"5940";1821;"RHONE";65;0,2613;0,175;2,215
"5941";1821;"RHONE";70;0,3688;0,129;1,34
"5942";1821;"RHONE";75;0,4842;0,081;0,695
"5943";1821;"RHONE";80;0,6139;0,042;0,29
"5944";1821;"RHONE";85;0,7663;0,016;0,08
"5945";1821;"SAONE-ET-LOIRE";0;0,3004;1;42
"5946";1821;"SAONE-ET-LOIRE";10;0,0253;0,672;33,5
"5947";1821;"SAONE-ET-LOIRE";15;0,0365;0,655;30,14
"5948";1821;"SAONE-ET-LOIRE";20;0,0473;0,631;26,865
"5949";1821;"SAONE-ET-LOIRE";25;0,0509;0,602;23,71
"5950";1821;"SAONE-ET-LOIRE";30;0,0541;0,571;20,7
"5951";1821;"SAONE-ET-LOIRE";35;0,0574;0,54;17,845
"5952";1821;"SAONE-ET-LOIRE";40;0,0608;0,509;15,145
"5953";1821;"SAONE-ET-LOIRE";45;0,0663;0,478;12,6
"5954";1821;"SAONE-ET-LOIRE";5;0,039;0,7;37
"5955";1821;"SAONE-ET-LOIRE";50;0,0829;0,446;10,21
"5956";1821;"SAONE-ET-LOIRE";55;0,111;0,409;7,98
"5957";1821;"SAONE-ET-LOIRE";60;0,1585;0,364;5,935
"5958";1821;"SAONE-ET-LOIRE";65;0,2279;0,306;4,115
"5959";1821;"SAONE-ET-LOIRE";70;0,3308;0,236;2,585
"5960";1821;"SAONE-ET-LOIRE";75;0,4489;0,158;1,405
"5961";1821;"SAONE-ET-LOIRE";80;0,5867;0,087;0,615
"5962";1821;"SAONE-ET-LOIRE";85;0,7473;0,036;0,18
"5963";1821;"SAONE(HAUTE-)";0;0,2881;1;43,045
"5964";1821;"SAONE(HAUTE-)";10;0,0243;0,685;34,485
"5965";1821;"SAONE(HAUTE-)";15;0,0351;0,669;31,06
"5966";1821;"SAONE(HAUTE-)";20;0,0456;0,645;27,715
"5967";1821;"SAONE(HAUTE-)";25;0,0491;0,616;24,49
"5968";1821;"SAONE(HAUTE-)";30;0,0522;0,586;21,41
"5969";1821;"SAONE(HAUTE-)";35;0,0556;0,555;18,48
"5970";1821;"SAONE(HAUTE-)";40;0,0591;0,524;15,705
"5971";1821;"SAONE(HAUTE-)";45;0,0649;0,493;13,085
"5972";1821;"SAONE(HAUTE-)";5;0,0371;0,712;38,045
"5973";1821;"SAONE(HAUTE-)";50;0,0814;0,461;10,62
"5974";1821;"SAONE(HAUTE-)";55;0,1091;0,424;8,315
"5975";1821;"SAONE(HAUTE-)";60;0,1562;0,377;6,195
"5976";1821;"SAONE(HAUTE-)";65;0,2251;0,319;4,31
"5977";1821;"SAONE(HAUTE-)";70;0,3275;0,247;2,715
"5978";1821;"SAONE(HAUTE-)";75;0,4458;0,166;1,48
"5979";1821;"SAONE(HAUTE-)";80;0,5843;0,092;0,65
"5980";1821;"SAONE(HAUTE-)";85;0,7456;0,038;0,19
"5981";1821;"SARTHE";0;0,2507;1;46,355
"5982";1821;"SARTHE";10;0,021;0,726;37,61
"5983";1821;"SARTHE";15;0,0308;0,71;33,98
"5984";1821;"SARTHE";20;0,0402;0,689;30,43
"5985";1821;"SARTHE";25;0,0436;0,661;26,985
"5986";1821;"SARTHE";30;0,0466;0,632;23,68
"5987";1821;"SARTHE";35;0,0501;0,603;20,52
"5988";1821;"SARTHE";40;0,054;0,572;17,505
"5989";1821;"SARTHE";45;0,0603;0,542;14,645
"5990";1821;"SARTHE";5;0,0315;0,749;41,355
"5991";1821;"SARTHE";50;0,0764;0,509;11,935
"5992";1821;"SARTHE";55;0,1032;0,47;9,39
"5993";1821;"SARTHE";60;0,1486;0,421;7,04
"5994";1821;"SARTHE";65;0,2157;0,359;4,935
"5995";1821;"SARTHE";70;0,3166;0,281;3,14
"5996";1821;"SARTHE";75;0,4354;0,192;1,735
"5997";1821;"SARTHE";80;0,5761;0,109;0,775
"5998";1821;"SARTHE";85;0,7399;0,046;0,23
"5999";1821;"SEINE";0;0,4467;1;31,105
"6000";1821;"SEINE";10;0,0381;0,519;23,34
"6001";1821;"SEINE";15;0,0528;0,499;20,745
"6002";1821;"SEINE";20;0,0674;0,473;18,25
"6003";1821;"SEINE";25;0,0715;0,441;15,885
"6004";1821;"SEINE";30;0,075;0,409;13,68
"6005";1821;"SEINE";35;0,0773;0,379;11,635
"6006";1821;"SEINE";40;0,0789;0,349;9,74
"6007";1821;"SEINE";45;0,0817;0,322;7,995
"6008";1821;"SEINE";5;0,0622;0,553;26,105
"6009";1821;"SEINE";50;0,0991;0,296;6,385
"6010";1821;"SEINE";55;0,1304;0,266;4,905
"6011";1821;"SEINE";60;0,1827;0,232;3,575
"6012";1821;"SEINE";65;0,2573;0,189;2,415
"6013";1821;"SEINE";70;0,3643;0,141;1,47
"6014";1821;"SEINE";75;0,4801;0,089;0,765
"6015";1821;"SEINE";80;0,6108;0,046;0,32
"6016";1821;"SEINE";85;0,7641;0,018;0,09
"6017";1821;"SEINE-ET-MARNE";0;0,2547;1;45,99
"6018";1821;"SEINE-ET-MARNE";10;0,0214;0,721;37,265
"6019";1821;"SEINE-ET-MARNE";15;0,0313;0,706;33,66
"6020";1821;"SEINE-ET-MARNE";20;0,0408;0,684;30,13
"6021";1821;"SEINE-ET-MARNE";25;0,0442;0,656;26,71
"6022";1821;"SEINE-ET-MARNE";30;0,0472;0,627;23,43
"6023";1821;"SEINE-ET-MARNE";35;0,0507;0,597;20,295
"6024";1821;"SEINE-ET-MARNE";40;0,0545;0,567;17,31
"6025";1821;"SEINE-ET-MARNE";45;0,0608;0,536;14,475
"6026";1821;"SEINE-ET-MARNE";5;0,0321;0,745;40,99
"6027";1821;"SEINE-ET-MARNE";50;0,077;0,504;11,795
"6028";1821;"SEINE-ET-MARNE";55;0,1038;0,465;9,275
"6029";1821;"SEINE-ET-MARNE";60;0,1495;0,417;6,95
"6030";1821;"SEINE-ET-MARNE";65;0,2167;0,354;4,865
"6031";1821;"SEINE-ET-MARNE";70;0,3178;0,278;3,095
"6032";1821;"SEINE-ET-MARNE";75;0,4366;0,189;1,705
"6033";1821;"SEINE-ET-MARNE";80;0,577;0,107;0,76
"6034";1821;"SEINE-ET-MARNE";85;0,7406;0,045;0,225
"6035";1821;"SEINE-ET-OISE";0;0,2268;1;48,59
"6036";1821;"SEINE-ET-OISE";10;0,019;0,752;39,725
"6037";1821;"SEINE-ET-OISE";15;0,0281;0,737;35,965
"6038";1821;"SEINE-ET-OISE";20;0,0368;0,717;32,28
"6039";1821;"SEINE-ET-OISE";25;0,04;0,69;28,695
"6040";1821;"SEINE-ET-OISE";30;0,0429;0,663;25,245
"6041";1821;"SEINE-ET-OISE";35;0,0465;0,634;21,93
"6042";1821;"SEINE-ET-OISE";40;0,0505;0,605;18,76
"6043";1821;"SEINE-ET-OISE";45;0,0572;0,574;15,735
"6044";1821;"SEINE-ET-OISE";5;0,028;0,773;43,59
"6045";1821;"SEINE-ET-OISE";50;0,0731;0,541;12,865
"6046";1821;"SEINE-ET-OISE";55;0,0991;0,502;10,16
"6047";1821;"SEINE-ET-OISE";60;0,1434;0,452;7,65
"6048";1821;"SEINE-ET-OISE";65;0,2092;0,387;5,39
"6049";1821;"SEINE-ET-OISE";70;0,309;0,306;3,455
"6050";1821;"SEINE-ET-OISE";75;0,4281;0,212;1,925
"6051";1821;"SEINE-ET-OISE";80;0,5703;0,121;0,865
"6052";1821;"SEINE-ET-OISE";85;0,7359;0,052;0,26
"6053";1821;"SEINE-INFERIEURE";0;0,2037;1;50,85
"6054";1821;"SEINE-INFERIEURE";10;0,017;0,777;41,87
"6055";1821;"SEINE-INFERIEURE";15;0,0254;0,763;37,985
"6056";1821;"SEINE-INFERIEURE";20;0,0334;0,744;34,17
"6057";1821;"SEINE-INFERIEURE";25;0,0365;0,719;30,45
"6058";1821;"SEINE-INFERIEURE";30;0,0393;0,693;26,855
"6059";1821;"SEINE-INFERIEURE";35;0,0429;0,666;23,39
"6060";1821;"SEINE-INFERIEURE";40;0,0471;0,637;20,06
"6061";1821;"SEINE-INFERIEURE";45;0,0541;0,607;16,875
"6062";1821;"SEINE-INFERIEURE";5;0,0247;0,796;45,85
"6063";1821;"SEINE-INFERIEURE";50;0,0696;0,574;13,84
"6064";1821;"SEINE-INFERIEURE";55;0,0948;0,534;10,97
"6065";1821;"SEINE-INFERIEURE";60;0,138;0,484;8,3
"6066";1821;"SEINE-INFERIEURE";65;0,2024;0,417;5,88
"6067";1821;"SEINE-INFERIEURE";70;0,301;0,333;3,795
"6068";1821;"SEINE-INFERIEURE";75;0,4205;0,232;2,13
"6069";1821;"SEINE-INFERIEURE";80;0,5641;0,135;0,97
"6070";1821;"SEINE-INFERIEURE";85;0,7316;0,059;0,295
"6071";1821;"SEVRES(DEUX-)";0;0,2676;1;44,83
"6072";1821;"SEVRES(DEUX-)";10;0,0225;0,707;36,17
"6073";1821;"SEVRES(DEUX-)";15;0,0328;0,692;32,635
"6074";1821;"SEVRES(DEUX-)";20;0,0427;0,669;29,175
"6075";1821;"SEVRES(DEUX-)";25;0,0461;0,64;25,83
"6076";1821;"SEVRES(DEUX-)";30;0,0492;0,611;22,63
"6077";1821;"SEVRES(DEUX-)";35;0,0526;0,581;19,575
"6078";1821;"SEVRES(DEUX-)";40;0,0563;0,55;16,67
"6079";1821;"SEVRES(DEUX-)";45;0,0624;0,519;13,92
"6080";1821;"SEVRES(DEUX-)";5;0,034;0,732;39,83
"6081";1821;"SEVRES(DEUX-)";50;0,0787;0,487;11,325
"6082";1821;"SEVRES(DEUX-)";55;0,1059;0,449;8,89
"6083";1821;"SEVRES(DEUX-)";60;0,1521;0,401;6,645
"6084";1821;"SEVRES(DEUX-)";65;0,22;0,34;4,64
"6085";1821;"SEVRES(DEUX-)";70;0,3217;0,265;2,94
"6086";1821;"SEVRES(DEUX-)";75;0,4403;0,18;1,615
"6087";1821;"SEVRES(DEUX-)";80;0,5799;0,101;0,715
"6088";1821;"SEVRES(DEUX-)";85;0,7426;0,042;0,21
"6089";1821;"SOMME";0;0,1963;1;51,61
"6090";1821;"SOMME";10;0,0164;0,785;42,59
"6091";1821;"SOMME";15;0,0246;0,772;38,665
"6092";1821;"SOMME";20;0,0323;0,753;34,805
"6093";1821;"SOMME";25;0,0353;0,729;31,04
"6094";1821;"SOMME";30;0,0381;0,703;27,395
"6095";1821;"SOMME";35;0,0417;0,676;23,88
"6096";1821;"SOMME";40;0,046;0,648;20,5
"6097";1821;"SOMME";45;0,053;0,618;17,26
"6098";1821;"SOMME";5;0,0236;0,804;46,61
"6099";1821;"SOMME";50;0,0685;0,585;14,17
"6100";1821;"SOMME";55;0,0934;0,545;11,245
"6101";1821;"SOMME";60;0,1362;0,494;8,52
"6102";1821;"SOMME";65;0,2001;0,427;6,05
"6103";1821;"SOMME";70;0,2983;0,342;3,915
"6104";1821;"SOMME";75;0,4178;0,24;2,205
"6105";1821;"SOMME";80;0,562;0,14;1,005
"6106";1821;"SOMME";85;0,7301;0,061;0,305
"6107";1821;"TARN";0;0,2289;1;48,385
"6108";1821;"TARN";10;0,0192;0,749;39,53
"6109";1821;"TARN";15;0,0284;0,735;35,785
"6110";1821;"TARN";20;0,0371;0,714;32,11
"6111";1821;"TARN";25;0,0403;0,688;28,54
"6112";1821;"TARN";30;0,0432;0,66;25,1
"6113";1821;"TARN";35;0,0468;0,631;21,8
"6114";1821;"TARN";40;0,0509;0,602;18,645
"6115";1821;"TARN";45;0,0575;0,571;15,635
"6116";1821;"TARN";5;0,0283;0,771;43,385
"6117";1821;"TARN";50;0,0734;0,538;12,78
"6118";1821;"TARN";55;0,0994;0,499;10,09
"6119";1821;"TARN";60;0,1439;0,449;7,595
"6120";1821;"TARN";65;0,2098;0,385;5,35
"6121";1821;"TARN";70;0,3097;0,304;3,425
"6122";1821;"TARN";75;0,4288;0,21;1,905
"6123";1821;"TARN";80;0,5708;0,12;0,855
"6124";1821;"TARN";85;0,7362;0,051;0,255
"6125";1821;"TARN-ET-GARONNE";0;0,186;1;52,67
"6126";1821;"TARN-ET-GARONNE";10;0,0155;0,796;43,6
"6127";1821;"TARN-ET-GARONNE";15;0,0234;0,784;39,62
"6128";1821;"TARN-ET-GARONNE";20;0,0308;0,765;35,7
"6129";1821;"TARN-ET-GARONNE";25;0,0337;0,742;31,875
"6130";1821;"TARN-ET-GARONNE";30;0,0364;0,717;28,165
"6131";1821;"TARN-ET-GARONNE";35;0,04;0,691;24,58
"6132";1821;"TARN-ET-GARONNE";40;0,0444;0,663;21,125
"6133";1821;"TARN-ET-GARONNE";45;0,0516;0,634;17,81
"6134";1821;"TARN-ET-GARONNE";5;0,0222;0,814;47,67
"6135";1821;"TARN-ET-GARONNE";50;0,0668;0,601;14,64
"6136";1821;"TARN-ET-GARONNE";55;0,0914;0,561;11,635
"6137";1821;"TARN-ET-GARONNE";60;0,1336;0,509;8,83
"6138";1821;"TARN-ET-GARONNE";65;0,1969;0,441;6,285
"6139";1821;"TARN-ET-GARONNE";70;0,2944;0,354;4,08
"6140";1821;"TARN-ET-GARONNE";75;0,414;0,25;2,31
"6141";1821;"TARN-ET-GARONNE";80;0,559;0,147;1,06
"6142";1821;"TARN-ET-GARONNE";85;0,728;0,065;0,325
"6143";1821;"VAR";0;0,2362;1;47,695
"6144";1821;"VAR";10;0,0198;0,741;38,875
"6145";1821;"VAR";15;0,0292;0,727;35,17
"6146";1821;"VAR";20;0,0382;0,705;31,535
"6147";1821;"VAR";25;0,0414;0,678;28,01
"6148";1821;"VAR";30;0,0443;0,65;24,62
"6149";1821;"VAR";35;0,0479;0,622;21,37
"6150";1821;"VAR";40;0,0519;0,592;18,26
"6151";1821;"VAR";45;0,0585;0,561;15,3
"6152";1821;"VAR";5;0,0294;0,764;42,695
"6153";1821;"VAR";50;0,0744;0,528;12,495
"6154";1821;"VAR";55;0,1007;0,489;9,855
"6155";1821;"VAR";60;0,1455;0,44;7,41
"6156";1821;"VAR";65;0,2118;0,376;5,21
"6157";1821;"VAR";70;0,3121;0,296;3,33
"6158";1821;"VAR";75;0,4311;0,204;1,85
"6159";1821;"VAR";80;0,5726;0,116;0,83
"6160";1821;"VAR";85;0,7375;0,05;0,25
"6161";1821;"VAUCLUSE";0;0,3016;1;41,91
"6162";1821;"VAUCLUSE";10;0,0254;0,671;33,42
"6163";1821;"VAUCLUSE";15;0,0366;0,654;30,065
"6164";1821;"VAUCLUSE";20;0,0475;0,63;26,795
"6165";1821;"VAUCLUSE";25;0,0511;0,6;23,645
"6166";1821;"VAUCLUSE";30;0,0542;0,569;20,645
"6167";1821;"VAUCLUSE";35;0,0576;0,539;17,8
"6168";1821;"VAUCLUSE";40;0,0609;0,508;15,105
"6169";1821;"VAUCLUSE";45;0,0665;0,477;12,565
"6170";1821;"VAUCLUSE";5;0,0392;0,698;36,91
"6171";1821;"VAUCLUSE";50;0,0831;0,445;10,18
"6172";1821;"VAUCLUSE";55;0,1112;0,408;7,955
"6173";1821;"VAUCLUSE";60;0,1588;0,363;5,915
"6174";1821;"VAUCLUSE";65;0,2282;0,305;4,1
"6175";1821;"VAUCLUSE";70;0,3312;0,235;2,575
"6176";1821;"VAUCLUSE";75;0,4492;0,157;1,4
"6177";1821;"VAUCLUSE";80;0,587;0,087;0,615
"6178";1821;"VAUCLUSE";85;0,7475;0,036;0,18
"6179";1821;"VENDEE";0;0,3873;1;35,235
"6180";1821;"VENDEE";10;0,0329;0,58;27,17
"6181";1821;"VENDEE";15;0,0462;0,561;24,27
"6182";1821;"VENDEE";20;0,0593;0,535;21,465
"6183";1821;"VENDEE";25;0,0633;0,504;18,79
"6184";1821;"VENDEE";30;0,0667;0,472;16,27
"6185";1821;"VENDEE";35;0,0695;0,44;13,91
"6186";1821;"VENDEE";40;0,0718;0,41;11,71
"6187";1821;"VENDEE";45;0,0758;0,38;9,66
"6188";1821;"VENDEE";5;0,0526;0,613;30,235
"6189";1821;"VENDEE";50;0,093;0,351;7,76
"6190";1821;"VENDEE";55;0,123;0,319;6,005
"6191";1821;"VENDEE";60;0,1736;0,28;4,41
"6192";1821;"VENDEE";65;0,2464;0,231;3,01
"6193";1821;"VENDEE";70;0,3519;0,174;1,855
"6194";1821;"VENDEE";75;0,4686;0,113;0,985
"6195";1821;"VENDEE";80;0,602;0,06;0,42
"6196";1821;"VENDEE";85;0,758;0,024;0,12
"6197";1821;"VIENNE";0;0,2165;1;49,595
"6198";1821;"VIENNE";10;0,0181;0,763;40,675
"6199";1821;"VIENNE";15;0,0269;0,749;36,86
"6200";1821;"VIENNE";20;0,0353;0,729;33,115
"6201";1821;"VIENNE";25;0,0384;0,703;29,47
"6202";1821;"VIENNE";30;0,0413;0,676;25,955
"6203";1821;"VIENNE";35;0,0449;0,648;22,575
"6204";1821;"VIENNE";40;0,049;0,619;19,335
"6205";1821;"VIENNE";45;0,0558;0,589;16,24
"6206";1821;"VIENNE";5;0,0265;0,784;44,595
"6207";1821;"VIENNE";50;0,0716;0,556;13,295
"6208";1821;"VIENNE";55;0,0972;0,516;10,515
"6209";1821;"VIENNE";60;0,141;0,466;7,935
"6210";1821;"VIENNE";65;0,2062;0,4;5,605
"6211";1821;"VIENNE";70;0,3055;0,318;3,605
"6212";1821;"VIENNE";75;0,4248;0,221;2,015
"6213";1821;"VIENNE";80;0,5676;0,127;0,91
"6214";1821;"VIENNE";85;0,734;0,055;0,275
"6215";1821;"VIENNE(HAUTE-)";0;0,6028;1;21,755
"6216";1821;"VIENNE(HAUTE-)";10;0,0518;0,362;14,77
"6217";1821;"VIENNE(HAUTE-)";15;0,0697;0,343;12,96
"6218";1821;"VIENNE(HAUTE-)";20;0,088;0,319;11,245
"6219";1821;"VIENNE(HAUTE-)";25;0,0925;0,291;9,65
"6220";1821;"VIENNE(HAUTE-)";30;0,096;0,264;8,195
"6221";1821;"VIENNE(HAUTE-)";35;0,0969;0,239;6,875
"6222";1821;"VIENNE(HAUTE-)";40;0,096;0,216;5,68
"6223";1821;"VIENNE(HAUTE-)";45;0,0957;0,195;4,6
"6224";1821;"VIENNE(HAUTE-)";5;0,0885;0,397;16,755
"6225";1821;"VIENNE(HAUTE-)";50;0,1134;0,176;3,625
"6226";1821;"VIENNE(HAUTE-)";55;0,1472;0,156;2,745
"6227";1821;"VIENNE(HAUTE-)";60;0,2034;0,133;1,965
"6228";1821;"VIENNE(HAUTE-)";65;0,282;0,106;1,3
"6229";1821;"VIENNE(HAUTE-)";70;0,3919;0,076;0,77
"6230";1821;"VIENNE(HAUTE-)";75;0,505;0,046;0,39
"6231";1821;"VIENNE(HAUTE-)";80;0,6296;0,023;0,16
"6232";1821;"VIENNE(HAUTE-)";85;0,7772;0,009;0,045
