"";"ANNEE";"DEPARTEMENT";"Qmort[0-4]";"Qmort[5-9]";"Qmort[10-14]";"Qmort[15-19]";"Qmort[20-24]";"Qmort[25-29]";"Qmort[30-34]";"Qmort[35-40]";"Qmort[40-44]";"Qmort[45-49]";"Qmort[50-54]";"Qmort[55-59]";"Qmort[60-64]";"Qmort[65-69]";"Qmort[70-74]";"Qmort[75-79]";"Qmort[80-85]";"Qmort[85-...]"
"312";1821;"MARNE";0,2122;0,0259;0,0177;0,0264;0,0347;0,0378;0,0406;0,0442;0,0484;0,0553;0,0709;0,0964;0,14;0,205;0,304;0,4234;0,5665;0,7332
"313";1821;"MARNE(HAUTE-)";0,1434;0,0163;0,0118;0,0184;0,0244;0,027;0,0294;0,0329;0,0374;0,045;0,0595;0,0823;0,1217;0,1818;0,2764;0,3962;0,5445;0,7178
"314";1821;"MAYENNE";0,3438;0,0457;0,0291;0,0414;0,0533;0,0571;0,0604;0,0635;0,0664;0,0712;0,0881;0,1173;0,1664;0,2375;0,3419;0,4593;0,5948;0,753
"315";1821;"MEURTHE";0,213;0,026;0,0178;0,0265;0,0348;0,0379;0,0407;0,0443;0,0485;0,0554;0,0711;0,0966;0,1402;0,2052;0,3043;0,4236;0,5667;0,7334
"316";1821;"MEUSE";0,1883;0,0225;0,0157;0,0236;0,0312;0,0341;0,0368;0,0404;0,0447;0,0519;0,0672;0,0919;0,1342;0,1976;0,2953;0,4149;0,5597;0,7285
"317";1821;"MORBIHAN";0,4669;0,0655;0,0398;0,055;0,0701;0,0743;0,0778;0,08;0,0812;0,0837;0,1011;0,1327;0,1856;0,2608;0,3683;0,4837;0,6135;0,766
"318";1821;"MOSELLE";0,1533;0,0177;0,0127;0,0195;0,0259;0,0286;0,031;0,0346;0,0391;0,0466;0,0613;0,0845;0,1246;0,1856;0,2809;0,4007;0,5481;0,7204
"319";1821;"NIEVRE";0,3503;0,0467;0,0297;0,0421;0,0542;0,0581;0,0614;0,0644;0,0672;0,0719;0,0889;0,1181;0,1675;0,2389;0,3434;0,4607;0,5959;0,7538
"320";1821;"NORD";0,2347;0,0292;0,0197;0,029;0,0379;0,0412;0,0441;0,0477;0,0517;0,0583;0,0742;0,1004;0,1452;0,2114;0,3116;0,4306;0,5723;0,7373
"321";1821;"OISE";0,2191;0,0269;0,0183;0,0272;0,0357;0,0388;0,0417;0,0453;0,0494;0,0562;0,072;0,0977;0,1416;0,207;0,3064;0,4256;0,5683;0,7345
"322";1821;"ORNE";0,1571;0,0182;0,013;0,02;0,0265;0,0292;0,0317;0,0353;0,0397;0,0472;0,062;0,0854;0,1257;0,187;0,2826;0,4024;0,5495;0,7213
"323";1821;"PAS-DE-CALAIS";0,2089;0,0254;0,0174;0,026;0,0342;0,0373;0,0401;0,0437;0,0479;0,0548;0,0704;0,0958;0,1393;0,204;0,3029;0,4222;0,5656;0,7326
"324";1821;"PUY-DE-DOME";0,3554;0,0475;0,0301;0,0427;0,0549;0,0588;0,0621;0,0651;0,0679;0,0725;0,0894;0,1188;0,1684;0,24;0,3446;0,4619;0,5968;0,7544
"325";1821;"PYRENEES-ORIENTALES";0,302;0,0392;0,0255;0,0367;0,0475;0,0511;0,0543;0,0576;0,061;0,0665;0,0831;0,1112;0,1588;0,2283;0,3313;0,4493;0,587;0,7476
"326";1821;"PYRENEES(BASSES-)";0,2565;0,0324;0,0215;0,0315;0,0411;0,0444;0,0475;0,051;0,0548;0,0611;0,0772;0,1041;0,1498;0,2172;0,3184;0,4371;0,5774;0,7408
"327";1821;"PYRENEES(HAUTES-)";0,1614;0,0188;0,0134;0,0205;0,0271;0,0298;0,0324;0,036;0,0404;0,0478;0,0627;0,0863;0,127;0,1885;0,2844;0,4042;0,551;0,7224
"328";1821;"RHIN(BAS-)";0,2448;0,0306;0,0205;0,0302;0,0394;0,0427;0,0457;0,0492;0,0531;0,0596;0,0756;0,1022;0,1474;0,2141;0,3148;0,4337;0,5747;0,7389
"329";1821;"RHIN(HAUT-)";0,2475;0,031;0,0208;0,0305;0,0398;0,0431;0,0461;0,0496;0,0535;0,0599;0,076;0,1026;0,1479;0,2148;0,3156;0,4345;0,5753;0,7394
"330";1821;"RHONE";0,4698;0,066;0,0401;0,0553;0,0705;0,0747;0,0782;0,0803;0,0815;0,0839;0,1014;0,1331;0,186;0,2613;0,3688;0,4842;0,6139;0,7663
"331";1821;"SAONE-ET-LOIRE";0,3004;0,039;0,0253;0,0365;0,0473;0,0509;0,0541;0,0574;0,0608;0,0663;0,0829;0,111;0,1585;0,2279;0,3308;0,4489;0,5867;0,7473
"332";1821;"SAONE(HAUTE-)";0,2881;0,0371;0,0243;0,0351;0,0456;0,0491;0,0522;0,0556;0,0591;0,0649;0,0814;0,1091;0,1562;0,2251;0,3275;0,4458;0,5843;0,7456
"333";1821;"SARTHE";0,2507;0,0315;0,021;0,0308;0,0402;0,0436;0,0466;0,0501;0,054;0,0603;0,0764;0,1032;0,1486;0,2157;0,3166;0,4354;0,5761;0,7399
"334";1821;"SEINE";0,4467;0,0622;0,0381;0,0528;0,0674;0,0715;0,075;0,0773;0,0789;0,0817;0,0991;0,1304;0,1827;0,2573;0,3643;0,4801;0,6108;0,7641
"335";1821;"SEINE-ET-MARNE";0,2547;0,0321;0,0214;0,0313;0,0408;0,0442;0,0472;0,0507;0,0545;0,0608;0,077;0,1038;0,1495;0,2167;0,3178;0,4366;0,577;0,7406
"336";1821;"SEINE-ET-OISE";0,2268;0,028;0,019;0,0281;0,0368;0,04;0,0429;0,0465;0,0505;0,0572;0,0731;0,0991;0,1434;0,2092;0,309;0,4281;0,5703;0,7359
"337";1821;"SEINE-INFERIEURE";0,2037;0,0247;0,017;0,0254;0,0334;0,0365;0,0393;0,0429;0,0471;0,0541;0,0696;0,0948;0,138;0,2024;0,301;0,4205;0,5641;0,7316
"338";1821;"SEVRES(DEUX-)";0,2676;0,034;0,0225;0,0328;0,0427;0,0461;0,0492;0,0526;0,0563;0,0624;0,0787;0,1059;0,1521;0,22;0,3217;0,4403;0,5799;0,7426
"339";1821;"SOMME";0,1963;0,0236;0,0164;0,0246;0,0323;0,0353;0,0381;0,0417;0,046;0,053;0,0685;0,0934;0,1362;0,2001;0,2983;0,4178;0,562;0,7301
"340";1821;"TARN";0,2289;0,0283;0,0192;0,0284;0,0371;0,0403;0,0432;0,0468;0,0509;0,0575;0,0734;0,0994;0,1439;0,2098;0,3097;0,4288;0,5708;0,7362
"341";1821;"TARN-ET-GARONNE";0,186;0,0222;0,0155;0,0234;0,0308;0,0337;0,0364;0,04;0,0444;0,0516;0,0668;0,0914;0,1336;0,1969;0,2944;0,414;0,559;0,728
"342";1821;"VAR";0,2362;0,0294;0,0198;0,0292;0,0382;0,0414;0,0443;0,0479;0,0519;0,0585;0,0744;0,1007;0,1455;0,2118;0,3121;0,4311;0,5726;0,7375
"343";1821;"VAUCLUSE";0,3016;0,0392;0,0254;0,0366;0,0475;0,0511;0,0542;0,0576;0,0609;0,0665;0,0831;0,1112;0,1588;0,2282;0,3312;0,4492;0,587;0,7475
"344";1821;"VENDEE";0,3873;0,0526;0,0329;0,0462;0,0593;0,0633;0,0667;0,0695;0,0718;0,0758;0,093;0,123;0,1736;0,2464;0,3519;0,4686;0,602;0,758
"345";1821;"VIENNE";0,2165;0,0265;0,0181;0,0269;0,0353;0,0384;0,0413;0,0449;0,049;0,0558;0,0716;0,0972;0,141;0,2062;0,3055;0,4248;0,5676;0,734
"346";1821;"VIENNE(HAUTE-)";0,6028;0,0885;0,0518;0,0697;0,088;0,0925;0,096;0,0969;0,096;0,0957;0,1134;0,1472;0,2034;0,282;0,3919;0,505;0,6296;0,7772
"347";1821;"VOSGES";0,2448;0,0306;0,0205;0,0302;0,0394;0,0427;0,0457;0,0492;0,0531;0,0596;0,0756;0,1022;0,1474;0,2141;0,3148;0,4337;0,5747;0,7389
"348";1821;"YONNE";0,2172;0,0266;0,0181;0,027;0,0354;0,0385;0,0414;0,045;0,0491;0,0559;0,0717;0,0973;0,1412;0,2064;0,3057;0,425;0,5678;0,7341
"349";1826;"AIN";0,4331;0,06;0,0369;0,0513;0,0656;0,0697;0,0731;0,0756;0,0773;0,0804;0,0978;0,1287;0,1807;0,2549;0,3616;0,4776;0,6089;0,7628
"350";1826;"AISNE";0,2364;0,0294;0,0198;0,0292;0,0382;0,0414;0,0444;0,0479;0,0519;0,0585;0,0745;0,1007;0,1455;0,2118;0,3121;0,4311;0,5727;0,7375
"351";1826;"ALLIER";0,4298;0,0594;0,0366;0,0509;0,0651;0,0692;0,0727;0,0751;0,0769;0,0801;0,0974;0,1283;0,1802;0,2543;0,3609;0,4769;0,6084;0,7625
"352";1826;"ALPES(BASSES-)";0,4578;0,064;0,0391;0,054;0,0689;0,0731;0,0766;0,0788;0,0801;0,0828;0,1002;0,1317;0,1843;0,2593;0,3665;0,4821;0,6123;0,7652
"353";1826;"ALPES(HAUTES-)";0,5152;0,0735;0,0441;0,0603;0,0765;0,0809;0,0844;0,0861;0,0866;0,0881;0,1057;0,1381;0,1923;0,2688;0,3772;0,4918;0,6196;0,7703
"354";1826;"ARDECHE";0,2582;0,0326;0,0217;0,0317;0,0413;0,0447;0,0477;0,0512;0,055;0,0613;0,0775;0,1044;0,1502;0,2176;0,3189;0,4376;0,5778;0,7411
"355";1826;"ARDENNES";0,1769;0,0209;0,0147;0,0223;0,0295;0,0323;0,0349;0,0385;0,0429;0,0502;0,0654;0,0896;0,1312;0,1939;0,2909;0,4105;0,5561;0,726
"356";1826;"ARIEGE";0,2588;0,0327;0,0217;0,0318;0,0414;0,0448;0,0478;0,0513;0,0551;0,0613;0,0776;0,1045;0,1503;0,2178;0,3191;0,4378;0,578;0,7412
"357";1826;"AUBE";0,2096;0,0255;0,0175;0,0261;0,0343;0,0374;0,0402;0,0438;0,048;0,0549;0,0705;0,0959;0,1394;0,2042;0,3031;0,4225;0,5658;0,7327
"358";1826;"AUDE";0,2691;0,0342;0,0226;0,0329;0,0429;0,0463;0,0494;0,0528;0,0565;0,0626;0,0789;0,1062;0,1524;0,2204;0,3221;0,4407;0,5802;0,7428
"359";1826;"AVEYRON";0,224;0,0276;0,0187;0,0278;0,0364;0,0396;0,0424;0,046;0,0501;0,0569;0,0727;0,0986;0,1428;0,2084;0,3081;0,4272;0,5696;0,7354
"360";1826;"BOUCHES-DU-RHONE";0,3527;0,0471;0,0299;0,0424;0,0546;0,0584;0,0617;0,0648;0,0675;0,0722;0,0891;0,1185;0,1679;0,2394;0,344;0,4613;0,5963;0,754
"361";1826;"CALVADOS";0,1775;0,021;0,0147;0,0224;0,0296;0,0324;0,035;0,0386;0,043;0,0503;0,0655;0,0897;0,1314;0,1941;0,2911;0,4108;0,5563;0,7261
"362";1826;"CANTAL";0,2741;0,035;0,0231;0,0335;0,0436;0,047;0,0501;0,0536;0,0572;0,0632;0,0796;0,107;0,1534;0,2216;0,3235;0,4421;0,5813;0,7436
"363";1826;"CHARENTE";0,2993;0,0388;0,0252;0,0364;0,0471;0,0507;0,0539;0,0572;0,0606;0,0662;0,0828;0,1108;0,1584;0,2277;0,3305;0,4487;0,5865;0,7472
"364";1826;"CHARENTE-INFERIEURE";0,2234;0,0275;0,0187;0,0277;0,0363;0,0395;0,0423;0,0459;0,05;0,0568;0,0726;0,0985;0,1426;0,2082;0,3078;0,427;0,5694;0,7353
"365";1826;"CHER";0,4969;0,0705;0,0425;0,0583;0,0741;0,0784;0,0819;0,0838;0,0846;0,0864;0,104;0,1361;0,1898;0,2658;0,3739;0,4888;0,6174;0,7687
"366";1826;"CORREZE";0,424;0,0585;0,0361;0,0503;0,0643;0,0684;0,0718;0,0744;0,0762;0,0795;0,0968;0,1276;0,1793;0,2533;0,3597;0,4758;0,6075;0,7619
"367";1826;"CORSE";0,3046;0,0396;0,0257;0,037;0,0479;0,0515;0,0547;0,058;0,0613;0,0668;0,0834;0,1116;0,1593;0,2289;0,3319;0,45;0,5876;0,7479
"368";1826;"COTE-D-OR";0,2365;0,0294;0,0198;0,0292;0,0382;0,0414;0,0444;0,048;0,052;0,0585;0,0745;0,1008;0,1456;0,2119;0,3121;0,4312;0,5727;0,7376
"369";1826;"COTES-DU-NORD";0,4369;0,0606;0,0372;0,0517;0,0661;0,0702;0,0737;0,0761;0,0777;0,0808;0,0981;0,1292;0,1813;0,2556;0,3624;0,4783;0,6094;0,7632
"370";1826;"CREUSE";0,3835;0,052;0,0326;0,0458;0,0588;0,0628;0,0661;0,069;0,0713;0,0754;0,0926;0,1226;0,173;0,2456;0,3511;0,4679;0,6014;0,7576
"371";1826;"DORDOGNE";0,2896;0,0373;0,0244;0,0353;0,0458;0,0493;0,0525;0,0558;0,0593;0,0651;0,0816;0,1094;0,1565;0,2254;0,3279;0,4462;0,5846;0,7458
"372";1826;"DOUBS";0,3079;0,0401;0,026;0,0373;0,0483;0,052;0,0552;0,0585;0,0618;0,0672;0,0838;0,1121;0,16;0,2297;0,3328;0,4508;0,5882;0,7484
"373";1826;"DROME";0,3156;0,0413;0,0266;0,0382;0,0494;0,0531;0,0563;0,0596;0,0628;0,0681;0,0848;0,1132;0,1614;0,2314;0,3348;0,4527;0,5897;0,7494
"374";1826;"EURE";0,2;0,0241;0,0167;0,025;0,0329;0,0359;0,0387;0,0423;0,0465;0,0536;0,0691;0,0941;0,1371;0,2013;0,2997;0,4191;0,5631;0,7308
"375";1826;"EURE-ET-LOIR";0,2283;0,0282;0,0191;0,0283;0,037;0,0402;0,0431;0,0467;0,0508;0,0574;0,0733;0,0993;0,1437;0,2096;0,3095;0,4286;0,5707;0,7361
"376";1826;"FINISTERE";0,4947;0,0701;0,0423;0,058;0,0738;0,0781;0,0816;0,0835;0,0843;0,0862;0,1038;0,1359;0,1895;0,2655;0,3735;0,4884;0,6171;0,7685
"377";1826;"FRANCE";0,2958;0,0387;0,0251;0,0363;0,047;0,0506;0,0538;0,0571;0,0605;0,0661;0,0827;0,1107;0,1581;0,2274;0,3282;0,4613;0,6178;0,7759
"378";1826;"GARD";0,215;0,0263;0,018;0,0267;0,0351;0,0382;0,041;0,0446;0,0488;0,0556;0,0713;0,0969;0,1407;0,2058;0,305;0,4243;0,5672;0,7337
"379";1826;"GARONNE(HAUTE-)";0,2006;0,0242;0,0167;0,0251;0,033;0,036;0,0388;0,0424;0,0466;0,0537;0,0692;0,0943;0,1372;0,2015;0,2999;0,4194;0,5633;0,731
"380";1826;"GERS";0,2061;0,025;0,0172;0,0257;0,0338;0,0368;0,0396;0,0432;0,0475;0,0544;0,07;0,0953;0,1386;0,2031;0,3019;0,4213;0,5648;0,732
"381";1826;"GIRONDE";0,2393;0,0298;0,02;0,0295;0,0386;0,0419;0,0448;0,0484;0,0523;0,0589;0,0749;0,1012;0,1462;0,2126;0,313;0,432;0,5734;0,738
"382";1826;"HERAULT";0,3;0,0389;0,0253;0,0365;0,0472;0,0508;0,054;0,0573;0,0607;0,0663;0,0829;0,111;0,1585;0,2279;0,3307;0,4489;0,5867;0,7473
"383";1826;"ILLE-ET-VILAINE";0,4271;0,059;0,0364;0,0506;0,0647;0,0688;0,0723;0,0748;0,0766;0,0798;0,0971;0,128;0,1798;0,2538;0,3604;0,4764;0,608;0,7622
"384";1826;"INDRE";0,4106;0,0563;0,0349;0,0488;0,0625;0,0665;0,07;0,0726;0,0746;0,0782;0,0954;0,126;0,1773;0,2508;0,3569;0,4733;0,6056;0,7605
"385";1826;"INDRE-ET-LOIRE";0,2571;0,0324;0,0216;0,0316;0,0411;0,0445;0,0475;0,0511;0,0549;0,0611;0,0773;0,1042;0,15;0,2173;0,3185;0,4373;0,5776;0,7409
"386";1826;"ISERE";0,4383;0,0608;0,0373;0,0518;0,0662;0,0704;0,0738;0,0762;0,0779;0,0809;0,0983;0,1294;0,1815;0,2558;0,3627;0,4785;0,6096;0,7633
"387";1826;"JURA";0,404;0,0552;0,0343;0,0481;0,0616;0,0656;0,069;0,0717;0,0738;0,0775;0,0947;0,1252;0,1763;0,2495;0,3555;0,472;0,6046;0,7598
"388";1826;"LANDES";0,3549;0,0474;0,0301;0,0426;0,0549;0,0587;0,062;0,0651;0,0678;0,0724;0,0894;0,1188;0,1683;0,2399;0,3445;0,4618;0,5967;0,7543
"389";1826;"LOIR-ET-CHER";0,3224;0,0424;0,0272;0,039;0,0504;0,0541;0,0573;0,0605;0,0637;0,0689;0,0856;0,1142;0,1626;0,2329;0,3366;0,4543;0,5909;0,7503
"390";1826;"LOIRE";0,3805;0,0515;0,0323;0,0455;0,0584;0,0623;0,0657;0,0686;0,071;0,0751;0,0922;0,1222;0,1725;0,245;0,3504;0,4672;0,6009;0,7573
"391";1826;"LOIRE-INFERIEURE";0,2968;0,0384;0,025;0,0361;0,0468;0,0504;0,0535;0,0569;0,0603;0,0659;0,0825;0,1105;0,1579;0,2271;0,3299;0,448;0,586;0,7469
"392";1826;"LOIRE(HAUTE-)";0,3641;0,0489;0,0309;0,0436;0,0561;0,06;0,0634;0,0663;0,0689;0,0734;0,0904;0,12;0,1698;0,2417;0,3467;0,4638;0,5983;0,7554
"393";1826;"LOIRET";0,3092;0,0403;0,0261;0,0375;0,0485;0,0522;0,0554;0,0587;0,0619;0,0674;0,084;0,1123;0,1602;0,23;0,3332;0,4511;0,5884;0,7485
"394";1826;"LOT";0,1793;0,0212;0,0149;0,0226;0,0298;0,0327;0,0353;0,0389;0,0433;0,0506;0,0658;0,0901;0,1318;0,1947;0,2918;0,4115;0,5569;0,7265
"395";1826;"LOT-ET-GARONNE";0,1679;0,0197;0,0139;0,0213;0,0281;0,0309;0,0335;0,0371;0,0415;0,0489;0,0638;0,0877;0,1288;0,1908;0,2872;0,4069;0,5532;0,7239
"396";1826;"LOZERE";0,2945;0,0381;0,0248;0,0358;0,0465;0,05;0,0532;0,0565;0,06;0,0657;0,0822;0,1101;0,1574;0,2266;0,3292;0,4474;0,5856;0,7465
"397";1826;"MAINE-ET-LOIRE";0,2967;0,0384;0,025;0,0361;0,0468;0,0503;0,0535;0,0569;0,0603;0,0659;0,0825;0,1104;0,1578;0,2271;0,3298;0,448;0,586;0,7468
"398";1826;"MANCHE";0,2814;0,0361;0,0237;0,0343;0,0446;0,0481;0,0512;0,0547;0,0582;0,0641;0,0805;0,1081;0,1549;0,2234;0,3256;0,444;0,5829;0,7447
"399";1826;"MARNE";0,2267;0,028;0,019;0,0281;0,0368;0,04;0,0429;0,0465;0,0505;0,0572;0,0731;0,099;0,1434;0,2092;0,309;0,4281;0,5703;0,7359
"400";1826;"MARNE(HAUTE-)";0,1598;0,0185;0,0132;0,0203;0,0269;0,0296;0,0321;0,0357;0,0402;0,0476;0,0624;0,086;0,1265;0,1879;0,2838;0,4035;0,5504;0,722
"401";1826;"MAYENNE";0,4204;0,0579;0,0358;0,0499;0,0638;0,0679;0,0713;0,0739;0,0758;0,0792;0,0965;0,1272;0,1788;0,2526;0,359;0,4752;0,607;0,7615
"402";1826;"MEURTHE";0,2281;0,0282;0,0191;0,0283;0,037;0,0402;0,0431;0,0467;0,0507;0,0574;0,0733;0,0993;0,1437;0,2096;0,3094;0,4286;0,5706;0,7361
"403";1826;"MEUSE";0,2155;0,0264;0,018;0,0268;0,0351;0,0383;0,0411;0,0447;0,0489;0,0557;0,0714;0,097;0,1408;0,2059;0,3052;0,4245;0,5674;0,7338
"404";1826;"MORBIHAN";0,5274;0,0756;0,0452;0,0616;0,0782;0,0825;0,086;0,0876;0,0879;0,0892;0,1068;0,1394;0,1939;0,2707;0,3794;0,4937;0,6211;0,7713
"405";1826;"MOSELLE";0,1963;0,0236;0,0164;0,0246;0,0323;0,0353;0,0381;0,0417;0,046;0,0531;0,0685;0,0934;0,1362;0,2002;0,2983;0,4178;0,562;0,7301
"406";1826;"NIEVRE";0,4519;0,063;0,0385;0,0533;0,0681;0,0723;0,0757;0,078;0,0795;0,0822;0,0996;0,131;0,1835;0,2583;0,3654;0,481;0,6115;0,7646
"407";1826;"NORD";0,2672;0,034;0,0225;0,0327;0,0426;0,046;0,0491;0,0526;0,0563;0,0624;0,0787;0,1059;0,1521;0,2199;0,3216;0,4402;0,5798;0,7425
"408";1826;"OISE";0,2325;0,0288;0,0195;0,0288;0,0376;0,0408;0,0438;0,0473;0,0514;0,058;0,0739;0,1001;0,1447;0,2108;0,3109;0,4299;0,5717;0,7369
"409";1826;"ORNE";0,1646;0,0192;0,0137;0,0209;0,0276;0,0304;0,0329;0,0365;0,041;0,0484;0,0633;0,087;0,1279;0,1897;0,2858;0,4056;0,5521;0,7232
"410";1826;"PAS-DE-CALAIS";0,2508;0,0315;0,021;0,0309;0,0403;0,0436;0,0466;0,0501;0,054;0,0603;0,0765;0,1032;0,1487;0,2157;0,3166;0,4355;0,5761;0,7399
"411";1826;"PUY-DE-DOME";0,3599;0,0482;0,0305;0,0432;0,0556;0,0594;0,0628;0,0657;0,0684;0,073;0,0899;0,1194;0,1691;0,2409;0,3457;0,4629;0,5976;0,7549
"412";1826;"PYRENEES-ORIENTALES";0,3208;0,0421;0,0271;0,0388;0,0501;0,0538;0,0571;0,0603;0,0635;0,0687;0,0854;0,114;0,1623;0,2326;0,3362;0,454;0,5907;0,7501
"413";1826;"PYRENEES(BASSES-)";0,2259;0,0279;0,0189;0,028;0,0367;0,0398;0,0427;0,0463;0,0504;0,0571;0,0729;0,0989;0,1432;0,2089;0,3087;0,4278;0,5701;0,7357
"414";1826;"PYRENEES(HAUTES-)";0,1569;0,0181;0,013;0,02;0,0265;0,0291;0,0316;0,0352;0,0397;0,0471;0,0619;0,0853;0,1257;0,1869;0,2825;0,4023;0,5494;0,7213
"415";1826;"RHIN(BAS-)";0,2833;0,0364;0,0238;0,0346;0,0449;0,0484;0,0515;0,0549;0,0585;0,0643;0,0808;0,1084;0,1553;0,2239;0,3262;0,4445;0,5833;0,7449
"416";1826;"RHIN(HAUT-)";0,2759;0,0353;0,0232;0,0337;0,0438;0,0473;0,0504;0,0538;0,0575;0,0634;0,0798;0,1072;0,1538;0,2221;0,3241;0,4425;0,5817;0,7438
"417";1826;"RHONE";0,494;0,07;0,0422;0,0579;0,0737;0,078;0,0815;0,0834;0,0842;0,0862;0,1037;0,1358;0,1894;0,2654;0,3734;0,4883;0,617;0,7685
"418";1826;"SAONE-ET-LOIRE";0,3869;0,0525;0,0328;0,0462;0,0593;0,0632;0,0666;0,0694;0,0718;0,0758;0,0929;0,123;0,1736;0,2463;0,3518;0,4685;0,6019;0,758
"419";1826;"SAONE(HAUTE-)";0,2779;0,0356;0,0234;0,034;0,0441;0,0476;0,0507;0,0541;0,0578;0,0637;0,0801;0,1076;0,1542;0,2226;0,3246;0,4431;0,5821;0,7441
"420";1826;"SARTHE";0,3407;0,0452;0,0288;0,041;0,0529;0,0567;0,06;0,0631;0,066;0,0709;0,0878;0,1168;0,1659;0,2369;0,3411;0,4586;0,5943;0,7526
"421";1826;"SEINE";0,4364;0,0605;0,0372;0,0516;0,066;0,0701;0,0736;0,076;0,0777;0,0807;0,0981;0,1291;0,1812;0,2555;0,3623;0,4782;0,6093;0,7631
"422";1826;"SEINE-ET-MARNE";0,2602;0,0329;0,0219;0,0319;0,0416;0,045;0,048;0,0515;0,0553;0,0615;0,0777;0,1047;0,1506;0,2181;0,3195;0,4382;0,5783;0,7414
"423";1826;"SEINE-ET-OISE";0,2147;0,0262;0,0179;0,0267;0,035;0,0381;0,041;0,0446;0,0488;0,0556;0,0713;0,0969;0,1406;0,2057;0,3049;0,4242;0,5671;0,7337
"424";1826;"SEINE-INFERIEURE";0,2132;0,026;0,0178;0,0265;0,0348;0,0379;0,0407;0,0443;0,0485;0,0554;0,0711;0,0966;0,1402;0,2052;0,3044;0,4237;0,5667;0,7334
"425";1826;"SEVRES(DEUX-)";0,2766;0,0354;0,0233;0,0338;0,0439;0,0474;0,0505;0,0539;0,0576;0,0635;0,0799;0,1074;0,1539;0,2223;0,3243;0,4427;0,5819;0,7439
"426";1826;"SOMME";0,2237;0,0276;0,0187;0,0278;0,0363;0,0395;0,0424;0,046;0,0501;0,0568;0,0726;0,0985;0,1427;0,2083;0,308;0,4272;0,5695;0,7353
"427";1826;"TARN";0,2337;0,029;0,0196;0,0289;0,0378;0,041;0,0439;0,0475;0,0515;0,0581;0,0741;0,1003;0,1449;0,2111;0,3112;0,4303;0,572;0,7371
"428";1826;"TARN-ET-GARONNE";0,1771;0,0209;0,0147;0,0223;0,0295;0,0323;0,035;0,0386;0,043;0,0503;0,0654;0,0896;0,1313;0,194;0,291;0,4106;0,5562;0,726
"429";1826;"VAR";0,2333;0,0289;0,0195;0,0289;0,0377;0,041;0,0439;0,0475;0,0515;0,0581;0,074;0,1002;0,1448;0,211;0,3111;0,4302;0,5719;0,737
"430";1826;"VAUCLUSE";0,2818;0,0362;0,0237;0,0344;0,0447;0,0482;0,0513;0,0547;0,0583;0,0642;0,0806;0,1082;0,155;0,2235;0,3257;0,4441;0,583;0,7447
"431";1826;"VENDEE";0,4047;0,0554;0,0344;0,0481;0,0617;0,0657;0,0691;0,0718;0,0739;0,0776;0,0948;0,1253;0,1764;0,2497;0,3557;0,4721;0,6047;0,7599
"432";1826;"VIENNE";0,2258;0,0279;0,0189;0,028;0,0366;0,0398;0,0427;0,0463;0,0504;0,0571;0,0729;0,0989;0,1432;0,2089;0,3087;0,4278;0,57;0,7357
"433";1826;"VIENNE(HAUTE-)";0,506;0,072;0,0433;0,0592;0,0753;0,0796;0,0831;0,0849;0,0856;0,0873;0,1048;0,1371;0,191;0,2673;0,3755;0,4903;0,6185;0,7695
"434";1826;"VOSGES";0,291;0,0375;0,0245;0,0354;0,046;0,0495;0,0527;0,056;0,0595;0,0652;0,0817;0,1096;0,1568;0,2257;0,3283;0,4465;0,5849;0,746
"435";1826;"YONNE";0,251;0,0316;0,0211;0,0309;0,0403;0,0436;0,0466;0,0501;0,054;0,0604;0,0765;0,1032;0,1487;0,2158;0,3167;0,4355;0,5762;0,74
"436";1831;"AIN";0,4399;0,0611;0,0375;0,052;0,0665;0,0706;0,0741;0,0765;0,0781;0,0811;0,0984;0,1296;0,1817;0,2561;0,363;0,4788;0,6098;0,7635
"437";1831;"AISNE";0,273;0,0348;0,023;0,0334;0,0434;0,0469;0,05;0,0534;0,0571;0,0631;0,0794;0,1068;0,1532;0,2214;0,3232;0,4417;0,5811;0,7434
"438";1831;"ALLIER";0,3784;0,0511;0,0321;0,0452;0,0581;0,062;0,0654;0,0683;0,0707;0,0749;0,092;0,1219;0,1722;0,2446;0,3499;0,4668;0,6006;0,757
"439";1831;"ALPES(BASSES-)";0,5167;0,0738;0,0442;0,0604;0,0767;0,0811;0,0846;0,0863;0,0868;0,0882;0,1058;0,1383;0,1925;0,269;0,3775;0,492;0,6198;0,7704
"440";1831;"ALPES(HAUTES-)";0,5268;0,0755;0,0451;0,0615;0,0781;0,0824;0,0859;0,0876;0,0879;0,0891;0,1067;0,1394;0,1938;0,2706;0,3792;0,4936;0,621;0,7713
"441";1831;"ARDECHE";0,2809;0,036;0,0236;0,0343;0,0445;0,048;0,0512;0,0546;0,0582;0,064;0,0805;0,108;0,1548;0,2233;0,3255;0,4439;0,5828;0,7446
"442";1831;"ARDENNES";0,194;0,0233;0,0162;0,0243;0,032;0,035;0,0377;0,0413;0,0456;0,0527;0,0681;0,093;0,1356;0,1994;0,2975;0,417;0,5613;0,7296
"443";1831;"ARIEGE";0,2662;0,0338;0,0224;0,0326;0,0424;0,0459;0,0489;0,0524;0,0561;0,0623;0,0785;0,1057;0,1518;0,2197;0,3213;0,4399;0,5796;0,7424
"444";1831;"AUBE";0,2463;0,0309;0,0207;0,0303;0,0396;0,0429;0,0459;0,0494;0,0534;0,0598;0,0758;0,1024;0,1477;0,2145;0,3152;0,4341;0,5751;0,7392
