"";"ANNEE";"DEPARTEMENT";"Qmort[0-4]";"Qmort[5-9]";"Qmort[10-14]";"Qmort[15-19]";"Qmort[20-24]";"Qmort[25-29]";"Qmort[30-34]";"Qmort[35-40]";"Qmort[40-44]";"Qmort[45-49]";"Qmort[50-54]";"Qmort[55-59]";"Qmort[60-64]";"Qmort[65-69]";"Qmort[70-74]";"Qmort[75-79]";"Qmort[80-85]";"Qmort[85-...]"
"902";1856;"GERS";0,2555;0,0322;0,0214;0,0314;0,0409;0,0443;0,0473;0,0508;0,0547;0,0609;0,0771;0,104;0,1496;0,2169;0,3181;0,4368;0,5772;0,7407
"903";1856;"GIRONDE";0,3308;0,0437;0,028;0,0399;0,0515;0,0553;0,0585;0,0617;0,0647;0,0698;0,0866;0,1154;0,1641;0,2348;0,3387;0,4563;0,5925;0,7514
"904";1856;"HERAULT";0,1621;0,0189;0,0134;0,0206;0,0273;0,03;0,0325;0,0361;0,0406;0,048;0,0628;0,0865;0,1272;0,1888;0,2848;0,4045;0,5513;0,7226
"905";1856;"ILLE-ET-VILAINE";0,4017;0,0549;0,0341;0,0478;0,0613;0,0653;0,0687;0,0714;0,0736;0,0773;0,0945;0,1249;0,1759;0,2491;0,3551;0,4715;0,6042;0,7596
"906";1856;"INDRE";0,4425;0,0615;0,0377;0,0523;0,0668;0,071;0,0744;0,0768;0,0784;0,0813;0,0987;0,1299;0,1821;0,2566;0,3635;0,4793;0,6102;0,7637
"907";1856;"INDRE-ET-LOIRE";0,22;0,027;0,0184;0,0273;0,0358;0,039;0,0418;0,0454;0,0496;0,0563;0,0721;0,0979;0,1419;0,2072;0,3067;0,4259;0,5686;0,7347
"908";1856;"ISERE";0,6315;0,0935;0,0544;0,0728;0,0918;0,0963;0,0998;0,1003;0,099;0,0981;0,1158;0,15;0,2068;0,2861;0,3963;0,509;0,6325;0,7793
"909";1856;"JURA";0,4199;0,0578;0,0357;0,0498;0,0638;0,0678;0,0713;0,0738;0,0757;0,0791;0,0964;0,1271;0,1787;0,2525;0,3589;0,4751;0,607;0,7615
"910";1856;"LANDES";0,4254;0,0587;0,0362;0,0504;0,0645;0,0686;0,072;0,0746;0,0764;0,0797;0,097;0,1278;0,1796;0,2535;0,36;0,4761;0,6078;0,762
"911";1856;"LOIR-ET-CHER";0,2454;0,0307;0,0206;0,0302;0,0395;0,0428;0,0458;0,0493;0,0532;0,0597;0,0757;0,1023;0,1475;0,2143;0,315;0,4339;0,5749;0,7391
"912";1856;"LOIRE";0,4397;0,061;0,0375;0,052;0,0664;0,0706;0,074;0,0764;0,078;0,0811;0,0984;0,1295;0,1817;0,2561;0,3629;0,4788;0,6098;0,7634
"913";1856;"LOIRE-INFERIEURE";0,2564;0,0323;0,0215;0,0315;0,041;0,0444;0,0474;0,051;0,0548;0,061;0,0772;0,1041;0,1498;0,2172;0,3183;0,4371;0,5774;0,7408
"914";1856;"LOIRE(HAUTE-)";0,426;0,0588;0,0363;0,0505;0,0646;0,0687;0,0721;0,0746;0,0764;0,0797;0,097;0,1279;0,1797;0,2536;0,3602;0,4762;0,6078;0,7621
"915";1856;"LOIRET";0,2773;0,0355;0,0233;0,0339;0,044;0,0475;0,0506;0,054;0,0577;0,0636;0,08;0,1075;0,1541;0,2224;0,3245;0,4429;0,582;0,744
"916";1856;"LOT";0,2311;0,0286;0,0193;0,0286;0,0374;0,0406;0,0435;0,0471;0,0512;0,0578;0,0737;0,0998;0,1444;0,2104;0,3104;0,4295;0,5714;0,7366
"917";1856;"LOT-ET-GARONNE";0,2048;0,0248;0,0171;0,0256;0,0336;0,0366;0,0394;0,043;0,0473;0,0542;0,0698;0,0951;0,1383;0,2028;0,3014;0,4208;0,5645;0,7318
"918";1856;"LOZERE";0,4155;0,0571;0,0354;0,0493;0,0632;0,0672;0,0707;0,0732;0,0752;0,0787;0,0959;0,1266;0,1781;0,2517;0,358;0,4742;0,6063;0,761
"919";1856;"MAINE-ET-LOIRE";0,2731;0,0348;0,023;0,0334;0,0434;0,0469;0,05;0,0534;0,0571;0,0631;0,0795;0,1068;0,1532;0,2214;0,3233;0,4418;0,5811;0,7434
"920";1856;"MANCHE";0,2533;0,0319;0,0213;0,0311;0,0406;0,044;0,047;0,0505;0,0543;0,0607;0,0768;0,1036;0,1492;0,2164;0,3174;0,4362;0,5767;0,7403
"921";1856;"MARNE";0,152;0,0175;0,0126;0,0194;0,0257;0,0284;0,0308;0,0344;0,0389;0,0464;0,061;0,0842;0,1243;0,1851;0,2803;0,4001;0,5477;0,7201
"922";1856;"MARNE(HAUTE-)";0,1567;0,0181;0,013;0,0199;0,0264;0,0291;0,0316;0,0352;0,0396;0,0471;0,0619;0,0853;0,1256;0,1868;0,2824;0,4022;0,5493;0,7212
"923";1856;"MAYENNE";0,3813;0,0516;0,0324;0,0456;0,0585;0,0625;0,0658;0,0687;0,0711;0,0752;0,0923;0,1223;0,1727;0,2452;0,3506;0,4674;0,6011;0,7573
"924";1856;"MEURTHE";0,1608;0,0187;0,0133;0,0204;0,0271;0,0298;0,0323;0,0359;0,0403;0,0478;0,0626;0,0862;0,1268;0,1883;0,2842;0,404;0,5508;0,7223
"925";1856;"MEUSE";0,156;0,018;0,0129;0,0199;0,0263;0,029;0,0315;0,0351;0,0395;0,047;0,0618;0,0851;0,1254;0,1866;0,2821;0,4019;0,5491;0,7211
"926";1856;"MORBIHAN";0,6446;0,0957;0,0555;0,0742;0,0935;0,098;0,1015;0,1019;0,1003;0,0991;0,1169;0,1513;0,2083;0,2879;0,3983;0,5107;0,6338;0,7802
"927";1856;"MOSELLE";0,1996;0,0241;0,0166;0,025;0,0328;0,0358;0,0386;0,0422;0,0465;0,0535;0,069;0,0941;0,137;0,2012;0,2995;0,419;0,563;0,7308
"928";1856;"NIEVRE";0,3404;0,0452;0,0288;0,041;0,0529;0,0567;0,0599;0,063;0,066;0,0708;0,0877;0,1168;0,1658;0,2368;0,341;0,4585;0,5942;0,7526
"929";1856;"NORD";0,2297;0,0284;0,0192;0,0284;0,0372;0,0404;0,0433;0,0469;0,051;0,0576;0,0735;0,0996;0,1441;0,21;0,3099;0,4291;0,571;0,7364
"930";1856;"OISE";0,2041;0,0247;0,017;0,0255;0,0335;0,0365;0,0393;0,0429;0,0472;0,0541;0,0697;0,0949;0,1381;0,2025;0,3011;0,4206;0,5642;0,7316
"931";1856;"ORNE";0,1851;0,022;0,0154;0,0233;0,0307;0,0336;0,0363;0,0399;0,0442;0,0514;0,0667;0,0912;0,1333;0,1966;0,2941;0,4137;0,5587;0,7278
"932";1856;"PAS-DE-CALAIS";0,2054;0,0249;0,0171;0,0256;0,0337;0,0367;0,0395;0,0431;0,0474;0,0543;0,0699;0,0952;0,1384;0,2029;0,3016;0,421;0,5646;0,7319
"933";1856;"PUY-DE-DOME";0,3829;0,0519;0,0325;0,0457;0,0587;0,0627;0,0661;0,0689;0,0713;0,0754;0,0925;0,1225;0,1729;0,2455;0,3509;0,4677;0,6013;0,7575
"934";1856;"PYRENEES-ORIENTALES";0,3097;0,0404;0,0261;0,0375;0,0486;0,0522;0,0555;0,0587;0,062;0,0674;0,0841;0,1124;0,1603;0,2301;0,3333;0,4513;0,5886;0,7486
"935";1856;"PYRENEES(BASSES-)";0,3156;0,0413;0,0266;0,0382;0,0494;0,0531;0,0563;0,0596;0,0628;0,0681;0,0848;0,1133;0,1614;0,2314;0,3348;0,4527;0,5897;0,7494
"936";1856;"PYRENEES(HAUTES-)";0,3013;0,0391;0,0254;0,0366;0,0474;0,051;0,0542;0,0575;0,0609;0,0665;0,083;0,1111;0,1587;0,2282;0,3311;0,4492;0,5869;0,7475
"937";1856;"RHIN(BAS-)";0,2713;0,0346;0,0228;0,0332;0,0432;0,0466;0,0497;0,0532;0,0568;0,0629;0,0792;0,1065;0,1529;0,2209;0,3227;0,4413;0,5807;0,7431
"938";1856;"RHIN(HAUT-)";0,2328;0,0289;0,0195;0,0288;0,0377;0,0409;0,0438;0,0474;0,0514;0,058;0,0739;0,1001;0,1447;0,2108;0,3109;0,43;0,5718;0,7369
"939";1856;"RHONE";0,4974;0,0706;0,0425;0,0583;0,0742;0,0785;0,082;0,0839;0,0846;0,0865;0,104;0,1362;0,1899;0,2659;0,374;0,4889;0,6174;0,7688
"940";1856;"SAONE-ET-LOIRE";0,3496;0,0466;0,0296;0,042;0,0541;0,058;0,0613;0,0643;0,0671;0,0719;0,0888;0,118;0,1674;0,2388;0,3433;0,4606;0,5958;0,7537
"941";1856;"SAONE(HAUTE-)";0,2461;0,0308;0,0206;0,0303;0,0396;0,0429;0,0459;0,0494;0,0533;0,0597;0,0758;0,1024;0,1476;0,2145;0,3152;0,4341;0,575;0,7392
"942";1856;"SARTHE";0,2492;0,0313;0,0209;0,0307;0,04;0,0434;0,0463;0,0499;0,0538;0,0601;0,0762;0,1029;0,1483;0,2153;0,3161;0,435;0,5758;0,7397
"943";1856;"SEINE";0,3768;0,0509;0,032;0,0451;0,0579;0,0618;0,0652;0,0681;0,0705;0,0747;0,0918;0,1217;0,1719;0,2443;0,3496;0,4665;0,6003;0,7568
"944";1856;"SEINE-ET-MARNE";0,132;0,0148;0,0109;0,017;0,0227;0,0251;0,0274;0,0309;0,0354;0,0431;0,0573;0,0795;0,1182;0,1773;0,2709;0,3907;0,5399;0,7147
"945";1856;"SEINE-ET-OISE";0,1525;0,0175;0,0126;0,0194;0,0258;0,0284;0,0309;0,0345;0,039;0,0464;0,0611;0,0843;0,1244;0,1853;0,2806;0,4004;0,5479;0,7202
"946";1856;"SEINE-INFERIEURE";0,2424;0,0303;0,0203;0,0299;0,039;0,0423;0,0453;0,0488;0,0528;0,0593;0,0753;0,1018;0,1468;0,2135;0,314;0,433;0,5741;0,7385
"947";1856;"SEVRES(DEUX-)";0,3146;0,0412;0,0266;0,0381;0,0493;0,0529;0,0562;0,0594;0,0626;0,068;0,0847;0,1131;0,1612;0,2312;0,3346;0,4525;0,5895;0,7493
"948";1856;"SOMME";0,211;0,0257;0,0176;0,0263;0,0345;0,0376;0,0404;0,044;0,0482;0,0551;0,0707;0,0962;0,1397;0,2046;0,3036;0,4229;0,5661;0,733
"949";1856;"TARN";0,2844;0,0365;0,0239;0,0347;0,045;0,0486;0,0517;0,0551;0,0586;0,0645;0,0809;0,1086;0,1555;0,2242;0,3265;0,4448;0,5835;0,7451
"950";1856;"TARN-ET-GARONNE";0,2296;0,0284;0,0192;0,0284;0,0372;0,0404;0,0433;0,0469;0,051;0,0576;0,0735;0,0996;0,144;0,21;0,3099;0,429;0,571;0,7364
"951";1856;"VAR";0,2355;0,0293;0,0197;0,0291;0,038;0,0413;0,0442;0,0478;0,0518;0,0584;0,0743;0,1006;0,1453;0,2116;0,3118;0,4309;0,5725;0,7374
"952";1856;"VAUCLUSE";0,262;0,0332;0,022;0,0321;0,0419;0,0453;0,0483;0,0518;0,0556;0,0617;0,078;0,105;0,151;0,2186;0,32;0,4387;0,5787;0,7417
"953";1856;"VENDEE";0,3967;0,0541;0,0337;0,0473;0,0606;0,0646;0,068;0,0707;0,0729;0,0768;0,094;0,1243;0,1751;0,2482;0,354;0,4705;0,6035;0,759
"954";1856;"VIENNE";0,3131;0,0409;0,0264;0,0379;0,0491;0,0527;0,0559;0,0592;0,0624;0,0678;0,0845;0,1129;0,1609;0,2308;0,3342;0,4521;0,5892;0,7491
"955";1856;"VIENNE(HAUTE-)";0,6627;0,0989;0,0571;0,0761;0,0958;0,1004;0,1039;0,104;0,1021;0,1006;0,1184;0,153;0,2104;0,2903;0,401;0,5131;0,6356;0,7815
"956";1856;"VOSGES";0,3339;0,0441;0,0282;0,0403;0,052;0,0557;0,059;0,0621;0,0651;0,0701;0,087;0,1159;0,1647;0,2354;0,3395;0,457;0,5931;0,7518
"957";1856;"YONNE";0,1419;0,0161;0,0117;0,0182;0,0242;0,0267;0,0291;0,0327;0,0372;0,0447;0,0592;0,0819;0,1213;0,1812;0,2757;0,3955;0,5439;0,7174
"958";1861;"AIN";0,3708;0,0499;0,0315;0,0444;0,0571;0,061;0,0643;0,0672;0,0698;0,0741;0,0912;0,1209;0,171;0,2431;0,3482;0,4652;0,5994;0,7562
"959";1861;"AISNE";0,18;0,0213;0,015;0,0227;0,0299;0,0328;0,0354;0,0391;0,0434;0,0507;0,0659;0,0902;0,132;0,1949;0,2921;0,4117;0,5571;0,7267
"960";1861;"ALLIER";0,2846;0,0366;0,024;0,0347;0,0451;0,0486;0,0517;0,0551;0,0587;0,0645;0,0809;0,1086;0,1555;0,2242;0,3265;0,4449;0,5835;0,7451
"961";1861;"ALPES-MARITIMES";0,3157;0,0413;0,0267;0,0382;0,0494;0,0531;0,0563;0,0596;0,0628;0,0681;0,0848;0,1133;0,1614;0,2314;0,3348;0,4527;0,5897;0,7494
"962";1861;"ALPES(BASSES-)";0,5356;0,077;0,0459;0,0625;0,0792;0,0836;0,0871;0,0887;0,0888;0,0899;0,1076;0,1403;0,195;0,272;0,3808;0,495;0,6221;0,772
"963";1861;"ALPES(HAUTES-)";0,6263;0,0926;0,0539;0,0722;0,0911;0,0956;0,0991;0,0997;0,0984;0,0976;0,1154;0,1495;0,2062;0,2853;0,3955;0,5083;0,632;0,7789
"964";1861;"ARDECHE";0,3218;0,0423;0,0272;0,0389;0,0503;0,054;0,0572;0,0604;0,0636;0,0688;0,0855;0,1141;0,1625;0,2328;0,3364;0,4542;0,5908;0,7502
"965";1861;"ARDENNES";0,1463;0,0167;0,0121;0,0187;0,0249;0,0275;0,0299;0,0334;0,0379;0,0455;0,06;0,0829;0,1226;0,183;0,2778;0,3976;0,5456;0,7186
"966";1861;"ARIEGE";0,2744;0,035;0,0231;0,0335;0,0436;0,0471;0,0502;0,0536;0,0573;0,0633;0,0796;0,107;0,1535;0,2217;0,3236;0,4421;0,5814;0,7436
"967";1861;"AUBE";0,1363;0,0154;0,0112;0,0175;0,0233;0,0258;0,0282;0,0317;0,0362;0,0438;0,0581;0,0806;0,1195;0,179;0,273;0,3928;0,5417;0,7159
"968";1861;"AUDE";0,2909;0,0375;0,0245;0,0354;0,0459;0,0495;0,0527;0,056;0,0595;0,0652;0,0817;0,1096;0,1567;0,2257;0,3283;0,4465;0,5848;0,746
"969";1861;"AVEYRON";0,2551;0,0321;0,0214;0,0313;0,0409;0,0442;0,0472;0,0508;0,0546;0,0609;0,077;0,1039;0,1495;0,2168;0,3179;0,4367;0,5771;0,7406
"970";1861;"BOUCHES-DU-RHONE";0,2612;0,0331;0,0219;0,032;0,0417;0,0451;0,0482;0,0517;0,0555;0,0616;0,0779;0,1049;0,1508;0,2184;0,3198;0,4385;0,5785;0,7416
"971";1861;"CALVADOS";0,2215;0,0272;0,0185;0,0275;0,036;0,0392;0,042;0,0456;0,0498;0,0565;0,0723;0,0981;0,1422;0,2077;0,3072;0,4264;0,5689;0,7349
"972";1861;"CANTAL";0,3285;0,0433;0,0278;0,0397;0,0512;0,0549;0,0582;0,0614;0,0644;0,0695;0,0863;0,1151;0,1637;0,2342;0,3381;0,4558;0,5921;0,7511
"973";1861;"CHARENTE";0,3144;0,0411;0,0265;0,0381;0,0493;0,0529;0,0561;0,0594;0,0626;0,068;0,0846;0,1131;0,1612;0,2311;0,3345;0,4524;0,5895;0,7492
"974";1861;"CHARENTE-INFERIEURE";0,1963;0,0236;0,0164;0,0246;0,0323;0,0353;0,0381;0,0417;0,046;0,0531;0,0685;0,0934;0,1362;0,2002;0,2983;0,4178;0,562;0,7301
"975";1861;"CHER";0,2896;0,0373;0,0244;0,0353;0,0458;0,0493;0,0525;0,0558;0,0593;0,0651;0,0816;0,1094;0,1565;0,2254;0,3279;0,4462;0,5846;0,7458
"976";1861;"CORREZE";0,5155;0,0736;0,0441;0,0603;0,0766;0,0809;0,0844;0,0861;0,0866;0,0881;0,1057;0,1382;0,1923;0,2689;0,3772;0,4918;0,6197;0,7703
"977";1861;"CORSE";0,3479;0,0463;0,0295;0,0418;0,0539;0,0577;0,061;0,0641;0,0669;0,0717;0,0886;0,1178;0,1671;0,2384;0,3429;0,4602;0,5955;0,7535
"978";1861;"COTE-D-OR";0,1218;0,0135;0,01;0,0158;0,0211;0,0235;0,0257;0,0291;0,0336;0,0413;0,0553;0,077;0,1148;0,173;0,2657;0,3855;0,5356;0,7116
"979";1861;"COTES-DU-NORD";0,3754;0,0507;0,0318;0,0449;0,0577;0,0616;0,065;0,0679;0,0703;0,0746;0,0917;0,1215;0,1717;0,244;0,3492;0,4662;0,6001;0,7567
"980";1861;"CREUSE";0,3235;0,0425;0,0273;0,0391;0,0505;0,0542;0,0575;0,0607;0,0638;0,069;0,0857;0,1144;0,1628;0,2332;0,3369;0,4546;0,5912;0,7504
"981";1861;"DORDOGNE";0,3243;0,0426;0,0274;0,0392;0,0506;0,0543;0,0576;0,0608;0,0639;0,0691;0,0858;0,1145;0,163;0,2333;0,337;0,4548;0,5913;0,7505
"982";1861;"DOUBS";0,3132;0,0409;0,0264;0,0379;0,0491;0,0528;0,056;0,0592;0,0625;0,0678;0,0845;0,1129;0,1609;0,2309;0,3342;0,4521;0,5892;0,7491
"983";1861;"DROME";0,3403;0,0451;0,0288;0,041;0,0528;0,0566;0,0599;0,063;0,066;0,0708;0,0877;0,1168;0,1658;0,2368;0,341;0,4585;0,5942;0,7525
"984";1861;"EURE";0,1374;0,0155;0,0113;0,0176;0,0235;0,026;0,0284;0,0319;0,0364;0,044;0,0583;0,0809;0,1199;0,1795;0,2736;0,3934;0,5421;0,7162
"985";1861;"EURE-ET-LOIR";0,1711;0,0201;0,0142;0,0216;0,0286;0,0314;0,034;0,0376;0,042;0,0494;0,0644;0,0884;0,1297;0,1919;0,2885;0,4082;0,5543;0,7247
"986";1861;"FINISTERE";0,4465;0,0621;0,0381;0,0527;0,0674;0,0715;0,075;0,0773;0,0788;0,0817;0,0991;0,1303;0,1827;0,2573;0,3643;0,48;0,6107;0,7641
"987";1861;"FRANCE";0,2753;0,0355;0,0234;0,0339;0,0441;0,0476;0,0507;0,0541;0,0577;0,0637;0,0801;0,1075;0,1542;0,2226;0,3271;0,4677;0,6333;0,7974
"988";1861;"GARD";0,2859;0,0368;0,0241;0,0349;0,0452;0,0488;0,0519;0,0553;0,0588;0,0646;0,0811;0,1088;0,1558;0,2245;0,3269;0,4452;0,5838;0,7453
"989";1861;"GARONNE(HAUTE-)";0,2462;0,0308;0,0206;0,0303;0,0396;0,0429;0,0459;0,0494;0,0533;0,0598;0,0758;0,1024;0,1477;0,2145;0,3152;0,4341;0,5751;0,7392
"990";1861;"GERS";0,2648;0,0336;0,0223;0,0325;0,0423;0,0457;0,0487;0,0522;0,056;0,0621;0,0784;0,1055;0,1516;0,2193;0,3209;0,4395;0,5793;0,7422
"991";1861;"GIRONDE";0,2745;0,0351;0,0231;0,0336;0,0436;0,0471;0,0502;0,0536;0,0573;0,0633;0,0796;0,107;0,1535;0,2217;0,3237;0,4422;0,5814;0,7436
"992";1861;"HERAULT";0,1918;0,023;0,016;0,0241;0,0317;0,0346;0,0373;0,041;0,0453;0,0524;0,0678;0,0926;0,1351;0,1987;0,2967;0,4162;0,5607;0,7292
"993";1861;"ILLE-ET-VILAINE";0,3283;0,0433;0,0278;0,0396;0,0512;0,0549;0,0582;0,0614;0,0644;0,0695;0,0863;0,1151;0,1637;0,2342;0,3381;0,4557;0,592;0,751
"994";1861;"INDRE";0,2568;0,0324;0,0216;0,0315;0,0411;0,0445;0,0475;0,051;0,0548;0,0611;0,0773;0,1042;0,1499;0,2173;0,3185;0,4372;0,5775;0,7409
"995";1861;"INDRE-ET-LOIRE";0,2046;0,0248;0,0171;0,0255;0,0336;0,0366;0,0394;0,043;0,0472;0,0542;0,0698;0,095;0,1382;0,2027;0,3013;0,4207;0,5644;0,7317
"996";1861;"ISERE";0,4737;0,0666;0,0404;0,0557;0,071;0,0752;0,0787;0,0808;0,0819;0,0843;0,1018;0,1335;0,1866;0,262;0,3696;0,4848;0,6144;0,7666
"997";1861;"JURA";0,4407;0,0612;0,0376;0,0521;0,0666;0,0707;0,0742;0,0766;0,0782;0,0812;0,0985;0,1297;0,1818;0,2563;0,3632;0,479;0,6099;0,7635
"998";1861;"LANDES";0,3697;0,0498;0,0313;0,0443;0,0569;0,0608;0,0642;0,0671;0,0696;0,074;0,091;0,1207;0,1708;0,2429;0,3479;0,465;0,5992;0,756
"999";1861;"LOIR-ET-CHER";0,1808;0,0214;0,015;0,0228;0,03;0,0329;0,0356;0,0392;0,0436;0,0508;0,066;0,0904;0,1322;0,1952;0,2924;0,412;0,5574;0,7268
"1000";1861;"LOIRE";0,3798;0,0514;0,0322;0,0454;0,0583;0,0622;0,0656;0,0685;0,0709;0,0751;0,0922;0,1221;0,1724;0,2449;0,3503;0,4671;0,6008;0,7572
"1001";1861;"LOIRE-INFERIEURE";0,2126;0,0259;0,0178;0,0265;0,0347;0,0378;0,0406;0,0443;0,0484;0,0553;0,071;0,0965;0,1401;0,2051;0,3041;0,4235;0,5666;0,7333
"1002";1861;"LOIRE(HAUTE-)";0,4467;0,0622;0,0381;0,0528;0,0674;0,0715;0,075;0,0773;0,0789;0,0817;0,0991;0,1304;0,1827;0,2573;0,3643;0,4801;0,6108;0,7641
"1003";1861;"LOIRET";0,2265;0,028;0,0189;0,0281;0,0367;0,0399;0,0428;0,0464;0,0505;0,0572;0,073;0,099;0,1433;0,2091;0,3089;0,428;0,5702;0,7358
"1004";1861;"LOT";0,2604;0,0329;0,0219;0,032;0,0416;0,045;0,0481;0,0516;0,0553;0,0615;0,0778;0,1048;0,1507;0,2182;0,3195;0,4382;0,5783;0,7415
"1005";1861;"LOT-ET-GARONNE";0,1863;0,0222;0,0155;0,0234;0,0309;0,0338;0,0365;0,0401;0,0444;0,0516;0,0669;0,0915;0,1337;0,197;0,2946;0,4141;0,5591;0,728
"1006";1861;"LOZERE";0,3369;0,0446;0,0285;0,0406;0,0524;0,0562;0,0594;0,0626;0,0655;0,0705;0,0873;0,1163;0,1652;0,2361;0,3402;0,4577;0,5936;0,7521
"1007";1861;"MAINE-ET-LOIRE";0,2461;0,0308;0,0206;0,0303;0,0396;0,0429;0,0459;0,0494;0,0533;0,0597;0,0758;0,1024;0,1476;0,2145;0,3152;0,4341;0,575;0,7392
"1008";1861;"MANCHE";0,2309;0,0286;0,0193;0,0286;0,0374;0,0406;0,0435;0,0471;0,0511;0,0578;0,0737;0,0998;0,1443;0,2103;0,3103;0,4294;0,5713;0,7366
"1009";1861;"MARNE";0,1522;0,0175;0,0126;0,0194;0,0258;0,0284;0,0309;0,0344;0,0389;0,0464;0,0611;0,0843;0,1243;0,1852;0,2804;0,4003;0,5478;0,7201
"1010";1861;"MARNE(HAUTE-)";0,1586;0,0184;0,0131;0,0202;0,0267;0,0294;0,0319;0,0355;0,04;0,0474;0,0622;0,0857;0,1262;0,1875;0,2833;0,4031;0,55;0,7217
"1011";1861;"MAYENNE";0,3769;0,0509;0,032;0,0451;0,0579;0,0618;0,0652;0,0681;0,0705;0,0747;0,0918;0,1217;0,1719;0,2443;0,3496;0,4665;0,6004;0,7568
"1012";1861;"MEURTHE";0,199;0,024;0,0166;0,0249;0,0327;0,0357;0,0385;0,0421;0,0464;0,0534;0,0689;0,0939;0,1368;0,201;0,2993;0,4188;0,5628;0,7306
"1013";1861;"MEUSE";0,1458;0,0166;0,0121;0,0186;0,0248;0,0274;0,0298;0,0333;0,0378;0,0454;0,0599;0,0828;0,1224;0,1827;0,2775;0,3973;0,5454;0,7185
"1014";1861;"MORBIHAN";0,4012;0,0548;0,0341;0,0478;0,0612;0,0652;0,0687;0,0713;0,0735;0,0773;0,0945;0,1248;0,1758;0,249;0,355;0,4714;0,6042;0,7595
"1015";1861;"MOSELLE";0,2173;0,0266;0,0182;0,027;0,0354;0,0385;0,0414;0,045;0,0491;0,056;0,0717;0,0974;0,1412;0,2065;0,3058;0,425;0,5678;0,7341
"1016";1861;"NIEVRE";0,3029;0,0394;0,0255;0,0368;0,0476;0,0513;0,0544;0,0578;0,0611;0,0666;0,0832;0,1114;0,159;0,2285;0,3315;0,4496;0,5872;0,7477
"1017";1861;"NORD";0,2285;0,0282;0,0191;0,0283;0,037;0,0402;0,0431;0,0467;0,0508;0,0574;0,0733;0,0994;0,1438;0,2096;0,3095;0,4287;0,5707;0,7362
"1018";1861;"OISE";0,1873;0,0224;0,0156;0,0235;0,031;0,0339;0,0366;0,0402;0,0446;0,0518;0,0671;0,0917;0,1339;0,1973;0,2949;0,4145;0,5594;0,7282
"1019";1861;"ORNE";0,2156;0,0264;0,018;0,0268;0,0352;0,0383;0,0411;0,0447;0,0489;0,0557;0,0714;0,097;0,1408;0,206;0,3052;0,4245;0,5674;0,7338
"1020";1861;"PAS-DE-CALAIS";0,2148;0,0263;0,0179;0,0267;0,035;0,0382;0,041;0,0446;0,0488;0,0556;0,0713;0,0969;0,1406;0,2057;0,3049;0,4242;0,5672;0,7337
"1021";1861;"PUY-DE-DOME";0,3535;0,0472;0,0299;0,0425;0,0547;0,0585;0,0618;0,0649;0,0676;0,0723;0,0892;0,1186;0,1681;0,2396;0,3442;0,4615;0,5965;0,7541
"1022";1861;"PYRENEES-ORIENTALES";0,3231;0,0425;0,0273;0,039;0,0505;0,0542;0,0574;0,0606;0,0638;0,0689;0,0857;0,1143;0,1627;0,2331;0,3367;0,4545;0,5911;0,7504
"1023";1861;"PYRENEES(BASSES-)";0,2557;0,0322;0,0215;0,0314;0,0409;0,0443;0,0473;0,0508;0,0547;0,0609;0,0771;0,104;0,1497;0,217;0,3181;0,4369;0,5772;0,7407
"1024";1861;"PYRENEES(HAUTES-)";0,2493;0,0313;0,0209;0,0307;0,04;0,0434;0,0464;0,0499;0,0538;0,0602;0,0763;0,1029;0,1483;0,2153;0,3162;0,435;0,5758;0,7397
"1025";1861;"RHIN(BAS-)";0,3005;0,039;0,0253;0,0365;0,0473;0,0509;0,0541;0,0574;0,0608;0,0664;0,0829;0,111;0,1586;0,228;0,3309;0,449;0,5868;0,7474
"1026";1861;"RHIN(HAUT-)";0,2938;0,038;0,0248;0,0357;0,0464;0,0499;0,0531;0,0564;0,0599;0,0656;0,0821;0,11;0,1573;0,2264;0,329;0,4473;0,5854;0,7464
"1027";1861;"RHONE";0,463;0,0649;0,0395;0,0546;0,0696;0,0738;0,0773;0,0795;0,0807;0,0833;0,1007;0,1323;0,1851;0,2602;0,3675;0,483;0,613;0,7657
"1028";1861;"SAONE-ET-LOIRE";0,2884;0,0372;0,0243;0,0351;0,0456;0,0491;0,0523;0,0557;0,0592;0,0649;0,0814;0,1092;0,1563;0,2251;0,3276;0,4459;0,5843;0,7457
"1029";1861;"SAONE(HAUTE-)";0,2372;0,0295;0,0199;0,0293;0,0383;0,0415;0,0445;0,0481;0,052;0,0586;0,0746;0,1009;0,1457;0,2121;0,3124;0,4314;0,5729;0,7377
"1030";1861;"SARTHE";0,2155;0,0264;0,018;0,0268;0,0352;0,0383;0,0411;0,0447;0,0489;0,0557;0,0714;0,097;0,1408;0,2059;0,3052;0,4245;0,5674;0,7338
"1031";1861;"SAVOIE";0,5212;0,0746;0,0446;0,0609;0,0773;0,0817;0,0852;0,0869;0,0873;0,0886;0,1062;0,1388;0,1931;0,2698;0,3783;0,4927;0,6204;0,7708
"1032";1861;"SAVOIE(HAUTE-)";0,4367;0,0605;0,0372;0,0517;0,066;0,0702;0,0736;0,076;0,0777;0,0808;0,0981;0,1292;0,1812;0,2556;0,3623;0,4782;0,6094;0,7631
"1033";1861;"SEINE";0,4137;0,0568;0,0352;0,0491;0,0629;0,067;0,0704;0,073;0,075;0,0785;0,0958;0,1264;0,1778;0,2514;0,3576;0,4739;0,606;0,7608
